This file was created by CMPT_IND_RETS using the 202006 CRSP database.
200512  -0.56  -0.99   1.34   0.68  -1.85  -1.75  -0.70   2.36   0.95   0.03
200601   0.13   5.98   4.94  12.69   3.76   3.07   1.93   2.09   2.90   1.38
200602   1.04  -0.51   0.95  -8.55  -1.35   3.23   1.40   0.83  -0.17   0.85
200603   0.76   2.63   2.85   4.17   2.94   1.80   2.28  -1.02  -3.95   1.71
200604   0.98   0.39   3.91   4.63  -1.09   0.75  -1.72  -2.02   1.66   2.08
200605   1.19   0.29  -3.54  -3.73  -6.90  -0.13  -2.07  -2.50   1.12  -3.40
200606  -0.55   1.77  -0.61   2.54  -1.22   2.73   0.20  -0.15   2.13  -0.46
200607   3.43  -3.24  -3.88   4.65  -3.93   1.88  -4.35   4.18   4.74  -1.22
200608   3.00   1.84   1.86  -3.86   7.07   2.19   1.94   1.98   1.90   1.39
200609  -0.76   4.18   1.79  -3.56   3.65   3.35   5.70   1.66  -2.36   3.22
200610   2.53   5.07   4.25   4.96   4.26   5.10   3.82   1.58   5.23   2.78
200611   1.23   1.66   3.35   8.26   2.92   0.62  -1.65  -0.19   2.60   1.46
200612   1.62  -1.14   0.39  -2.10  -1.03   4.24   1.31  -0.01   0.48   3.07
200701   1.30   2.65   3.11  -1.32   2.17   2.57   3.52   3.42   0.27   0.97
200702  -1.89  -0.64   0.59  -2.55  -2.59  -2.52  -0.68  -3.05   3.81  -2.58
200703   2.03  -1.19   1.46   5.95   0.86   2.21   0.57  -0.43   4.14  -0.37
200704   3.47   6.23   4.30   5.38   4.90   1.81   2.18   6.75   3.81   3.29
200705   2.74   3.21   4.65   6.85   3.77   6.60   2.33   0.83   0.82   3.11
200706  -1.29   2.04  -0.70   1.01   0.58  -1.86  -2.02  -3.47  -4.99  -2.82
200707  -4.32  -5.94  -0.20  -1.07  -1.27  -3.46  -5.42  -4.11  -3.91  -5.60
200708   1.72  -1.99   0.55   0.03   2.57  -0.83   1.24   2.04   1.49   0.67
200709   3.30   1.51   5.29   7.76   4.16   1.90  -0.75   3.51   3.34   2.45
200710   2.14   0.98   0.85   2.68   6.80  -2.63   1.02   1.36   6.60  -0.24
200711   0.85  -8.94  -2.81  -4.25  -7.51  -6.80  -4.00  -0.22  -1.11  -6.55
200712  -1.49  -2.21   0.70   7.57   1.38  -0.33  -2.83  -4.15   0.69  -3.87
200801  -5.00  -6.02  -7.54  -9.35 -12.33  -8.07  -0.48  -4.64  -7.04  -2.12
200802  -0.32  -6.14   0.57   6.83  -3.83  -3.86  -4.95  -1.22  -3.42  -8.54
200803   0.69  -4.30  -0.09  -2.84   0.69  -0.28   1.70  -1.87   0.65  -1.95
200804  -1.45   6.58   4.82  10.68   6.82   3.95   5.11   0.31   6.23   3.52
200805   3.58   1.48   3.13   4.07   5.28   4.73   0.91   1.27   3.15  -2.63
200806  -7.91 -19.45  -9.43   2.87  -9.01 -11.10  -8.21  -3.08  -0.82 -15.12
200807   1.85  -0.32  -0.35 -15.75  -0.83  -3.50   1.07   6.65  -7.37   4.15
200808   1.81   2.32   1.30  -0.44   2.22   4.00   5.19   1.49  -0.92   0.14
200809  -3.58  -9.32 -13.46 -12.50 -12.58 -12.78  -5.85  -6.02 -12.34  -7.08
200810 -12.25 -32.76 -20.92 -17.31 -18.26 -16.92 -15.20 -11.06 -11.23 -20.19
200811  -6.92 -11.68  -8.12  -0.82 -11.41  -1.91  -7.83  -7.72   0.54 -12.36
200812  -0.47   1.02   1.22  -3.19   2.23   3.22   4.69   6.57  -2.40   1.01
200901  -3.70 -12.56  -9.43  -3.12  -3.16 -11.03  -7.70  -2.25  -0.99 -18.49
200902  -7.70 -13.20 -13.86 -12.45  -5.17  -7.22  -3.26 -10.30 -13.22 -14.42
200903   5.46  12.62   7.37   3.70  11.24   5.43   9.71   6.93   2.42  12.71
200904   4.70  42.42  17.25   5.15  12.34   9.65   9.46  -1.10   1.92  16.26
200905   6.66  -2.98   5.09  10.26   2.97   1.44  -1.08   5.92   4.08   7.60
200906  -0.46   3.57  -1.87  -4.89   4.32   1.55  -0.50   3.44   4.28  -2.08
200907   7.36  18.30  11.22   5.21   8.23   4.71   6.68   5.39   4.16   8.86
200908   0.74   2.55   2.68   0.34   2.20   0.95   3.45   1.90  -0.37   7.93
200909   3.69   2.97   6.32   5.14   5.21   6.25   2.30   2.26   2.03   3.07
200910  -0.76  -0.28  -2.91   2.13  -1.43  -4.18  -0.04  -3.76  -2.91  -5.28
200911   3.56   9.29   7.26   2.81   4.81   6.24   4.91   7.90   3.94   5.55
200912   2.19   4.98   2.62  -0.61   5.85   6.10   1.77   2.29   5.55   1.08
201001  -2.40  -0.91  -3.43  -4.73  -7.86  -7.47  -1.90  -0.08  -4.66  -1.71
201002   2.61   7.13   4.95   1.95   4.58   2.81   4.17   0.11  -0.99   3.22
201003   5.38   9.19   6.39   3.12   6.64   7.78   6.01   3.44   2.79   8.32
201004  -1.00   7.17   3.08   3.58   2.13   3.21   2.50  -2.30   2.68   2.11
201005  -5.78  -8.82  -8.52 -11.13  -7.84  -6.01  -5.54  -8.29  -6.81  -8.94
201006  -2.55 -10.39  -5.89  -6.46  -6.19  -4.39  -9.13  -1.79  -1.08  -7.79
201007   7.28  14.99   9.42   7.63   7.47   9.06   4.55   2.06   6.60   7.42
201008  -1.34  -9.62  -5.73  -3.79  -6.62  -2.32  -4.22  -1.97  -0.16  -7.67
201009   5.58  13.54   9.98   9.59  12.40   7.74  12.02   8.82   3.35   8.68
201010   3.70   8.37   4.97   4.29   6.34   4.21   2.35   1.92   1.69   2.55
201011  -0.18   7.14   1.25   5.23  -0.98  -1.95   4.01  -3.62  -1.84   0.31
201012   3.81   8.42   6.84   9.31   5.98   6.51   3.03   5.26   2.92   9.52
201101  -2.41   0.46   2.70   6.92   3.91  -0.51  -0.95  -0.84   2.13   1.91
201102   4.76  -1.54   3.23   7.28   2.17   7.47   2.14   3.03   1.93   2.51
201103   2.50   1.70   1.72   1.86  -1.62   1.71   0.90   2.13   0.52  -0.98
201104   4.52   2.20   2.85   1.28   3.10   2.88   4.46   6.30   3.82   1.03
201105   1.84  -3.68  -2.34  -4.93  -1.86   0.70   0.61   1.69   0.83  -2.52
201106  -1.53  -1.27  -0.72  -2.54  -2.37  -1.31  -1.02  -1.99  -0.66  -2.21
201107  -0.50  -8.93  -4.83   0.43  -0.38  -5.53  -0.74  -3.72  -0.55  -3.83
201108  -0.85 -12.11  -6.31 -10.44  -7.07  -5.52  -3.14  -3.40  -0.37  -7.73
201109  -5.35 -14.17 -11.16 -12.51  -4.90  -6.08  -3.96  -4.08  -1.89 -10.43
201110   6.38  23.17  13.90  16.35  11.86   7.10   9.69   5.40   6.56  13.20
201111   1.10  -8.13   1.14   1.28  -2.19  -0.15   0.92   0.95   0.45  -1.82
201112   1.50  -1.36  -0.93  -0.64  -1.50   2.89   0.67   3.39   2.65   0.90
201201   0.39  13.39   6.58   1.38   8.13   1.79   3.97   3.26  -2.79   6.67
201202   3.80   5.87   3.61   6.13   6.53   4.93   3.05   0.85   0.66   3.70
201203   3.44   0.88   0.49  -3.31   4.64   2.40   4.41   3.83   1.14   4.57
201204   0.76  -7.08  -0.82  -1.73  -2.15   1.09   0.91   0.50   1.65  -1.77
201205  -2.82  -8.31  -8.02 -11.20  -8.04  -1.13  -3.35  -3.59  -1.50  -7.35
201206   2.72  -5.56   1.07   5.79   2.81   6.90   2.03   6.66   3.10   4.59
201207   1.30   0.28   0.69   2.62  -0.57   3.61   1.19   1.54   3.64  -1.09
201208   0.11   3.86   3.07   2.00   4.28   1.02   2.42   0.68  -3.95   2.62
201209   0.35   3.52   1.49   3.52   1.50   4.68   1.88   4.58   1.91   3.65
201210  -1.77   5.73  -0.87  -1.90  -6.36  -2.79  -1.10  -2.06   0.95   0.54
201211   3.05   3.03   2.34  -1.94   1.60  -0.02   1.23   1.20  -4.26  -0.33
201212  -2.88   7.05   2.56   1.21   0.08   0.79  -1.59  -0.76  -0.17   3.09
201301   5.05   3.37   5.91   7.65   2.50   4.53   5.50   7.88   4.90   6.81
201302   3.04  -0.08   1.06  -0.10   0.29   2.16   0.71   1.19   1.66   1.63
201303   4.58   3.94   2.48   2.01   2.58   5.65   4.52   6.38   5.35   3.92
201304   3.76   3.55   0.68  -1.37   0.48   3.78   2.58   2.51   4.95   0.75
201305  -2.37   9.60   3.16   2.46   4.11  -1.92   2.00   1.37  -7.44   5.90
201306  -0.41  -0.51  -2.15  -2.43  -2.91   2.09  -0.17  -1.47   0.45  -1.32
201307   2.86   8.82   5.75   4.95   5.89   3.34   5.84   7.67   4.46   5.35
201308  -4.00  -1.20  -2.11  -2.31  -0.30  -3.36  -4.44  -3.95  -4.88  -3.79
201309   1.44   6.39   5.19   1.85   3.84   3.92   4.41   3.91   0.71   3.64
201310   4.65   0.73   4.32   4.70   3.89   5.21   5.01   3.72   3.15   3.68
201311   1.11   1.88   2.69   0.52   3.25   0.43   3.51   4.28  -2.21   4.41
201312   2.01   0.97   2.93   2.91   4.16   3.47   0.11   0.51   1.46   2.92
201401  -5.77  -3.79  -4.37  -7.06  -1.20  -4.35  -6.52   1.58   2.32  -4.52
201402   3.38   7.81   5.13   5.23   5.02   2.72   5.19   6.24   2.59   3.26
201403   2.76  -1.16   0.21   2.36  -0.91  -0.09  -0.75  -2.64   2.41   2.20
201404   1.33   0.10   0.74   5.64  -1.25  -0.10  -1.01  -0.41   3.85  -1.67
201405   3.35   0.53   1.04   0.40   3.21   3.91   0.73   1.66  -0.49   1.61
201406   0.70   4.23   1.20   4.09   2.91   1.47   1.18   2.77   5.16   1.97
201407  -4.40  -4.79  -4.30  -3.68   0.27   0.15  -2.38  -0.49  -6.65  -2.26
201408   5.45   5.10   4.56   1.87   4.04   0.44   4.94   5.29   4.97   4.26
201409  -0.54  -9.58  -2.50  -8.06  -1.36  -1.82  -1.52  -0.17  -3.68  -1.15
201410   2.55   3.67   2.21  -4.53   1.28   1.09   2.96   5.68   6.51   3.23
201411   4.59   4.64   2.02 -10.32   3.96   2.96   7.31   2.47  -0.11   2.56
201412  -2.73   0.30  -0.32   0.33  -1.32  -1.94   1.44  -0.99   1.58   0.96
201501  -0.72  -4.38  -3.98  -4.39  -3.34  -5.27  -0.37   1.51   1.08  -6.26
201502   4.95   7.95   6.00   4.24   8.05   9.05   5.26   4.12  -4.87   6.68
201503  -2.90  -0.56  -2.16  -2.76  -2.53  -2.38   0.52   0.75  -0.54  -0.89
201504   0.74  -1.11  -0.77   6.95   1.32   3.07  -2.25  -1.47   0.18   0.41
201505   1.44   0.90   0.75  -5.61   1.83   0.74   0.74   4.67  -0.99   1.58
201506  -1.80  -1.68  -2.03  -3.93  -3.57  -0.60  -0.70  -0.02  -5.66  -0.48
201507   4.73  -2.37  -2.26  -9.10   2.35   0.95   4.72   3.59   2.42   1.94
201508  -4.25  -6.24  -5.80  -4.18  -6.08  -8.46  -5.53  -8.52  -4.48  -6.33
201509  -1.13  -3.46  -4.38  -5.93  -1.50  -2.72  -1.91  -7.43  -0.87  -3.23
201510   6.56   6.63   9.14  12.22   9.99   8.38   4.41   7.67   1.86   6.43
201511  -1.17   1.83   0.25   0.55   0.95  -1.98   0.72   0.52  -3.94   1.04
201512   0.41  -4.42  -2.87  -9.80  -2.52  -3.17   0.14   0.24  -2.68  -2.86
201601   0.04 -13.70  -5.77  -4.67  -6.26  -0.82  -4.25  -9.46   4.52  -8.31
201602   0.50   3.91   3.21  -3.56  -1.21   1.14  -0.11  -1.29   1.21  -0.31
201603   4.49  10.50   6.63  10.81   8.31   5.91   5.53   2.77   7.57   6.91
201604   0.24   1.23   2.12   9.08  -4.09   0.17  -0.67   3.50  -0.88   2.25
201605   0.60  -1.26  -0.95  -1.51   4.83   0.24   0.80   2.25   1.78   0.76
201606   4.20  -5.93   0.68   2.59  -1.95   3.08   0.73   0.01   7.04  -2.87
201607  -0.11   8.40   3.91  -2.83   7.75   1.73   3.41   5.91  -0.29   3.44
201608  -0.79   0.16   1.27   0.85   1.64  -3.61  -1.67  -3.42  -4.39   3.17
201609  -2.88  -1.88  -0.35   2.85   2.35   0.49  -0.73   0.23   1.49  -1.37
201610  -0.21  -3.81  -2.82  -2.97  -1.20  -3.32  -4.05  -7.51  -0.70   0.53
201611  -4.07   7.47   5.83   9.00   0.33   6.20   4.26   1.15  -3.32  11.08
201612   3.23   3.52   0.36   2.11   0.81   4.49  -0.54   0.73   3.35   2.79
201701   1.57   2.50   3.29  -4.34   4.65   2.95   0.92   2.12   1.00   0.91
201702   3.66   0.58   3.88  -2.93   4.75  -0.10   2.68   6.85   3.58   3.54
201703   0.39  -0.20   0.00  -1.26   2.13   0.76   0.63  -0.27   0.00  -1.81
201704   0.45   1.50   1.72  -2.85   2.73  -0.57   2.62   1.01   0.27   0.16
201705   2.89  -0.66   1.09  -4.05   4.07  -1.96   1.28  -0.67   2.10  -0.60
201706  -1.36   3.30   1.14  -0.29  -2.15  -2.37  -1.99   5.47  -2.13   4.05
201707  -0.19  -1.30   1.99   1.45   3.73   4.79  -0.01   0.43   2.88   1.37
201708  -1.92  -0.29  -0.11  -5.72   2.85  -2.59  -1.91   1.57   1.74  -0.59
201709  -0.70   5.09   4.12  11.06   0.54  -1.72   2.45   1.39  -2.23   4.19
201710   0.03   1.03   2.68   0.24   6.81  -6.22   2.62  -2.31   3.01   1.96
201711   3.77  -0.73   3.28   2.38   0.86   3.68   7.81   2.14   1.95   3.54
201712   1.74  -1.14   2.17   5.00  -0.26   4.47   2.34  -0.34  -5.25   1.30
201801   1.85   2.21   4.09   2.81   7.53   2.70   9.33   6.30  -2.91   5.83
201802  -6.26  -6.15  -4.16 -11.39  -0.20  -7.33  -4.85  -4.12  -4.95  -3.48
201803  -1.65  -5.81  -2.27   2.90  -3.34  -2.59  -2.69  -2.11   2.87  -2.81
201804  -4.03  -0.33  -3.49  10.10  -0.18  -2.95   3.83  -0.38   2.65   0.37
201805  -0.73   2.78   2.33   2.96   6.74  -0.94   0.65   2.19  -0.25   1.01
201806   4.08   0.59  -1.07   0.49  -0.38   6.05   2.96   1.43   2.32  -1.14
201807   2.74  -1.61   5.03   1.01   2.22   2.05   3.09   5.97   1.63   3.92
201808  -1.21  -0.68  -0.49  -3.34   7.16   2.88   7.82   4.25   0.45   2.27
201809   0.17  -3.86   1.29   3.38  -0.31   1.71   0.55   1.89  -0.84  -1.36
201810  -0.30  -3.42 -10.14 -12.10  -8.83  -1.04  -8.76  -8.92  -0.17  -6.67
201811   0.17   5.08   4.36  -2.94  -1.79   2.47   2.27   6.07   2.81   2.85
201812 -11.65 -11.82  -8.81 -13.24  -8.35  -9.05  -9.15  -8.52  -5.04 -10.75
201901   7.24  10.23   9.60  10.43   9.52   5.20   8.13   4.83   5.26   9.05
201902   1.25   3.74   5.01   1.83   5.39   3.31   0.72   2.89   3.14   2.57
201903   3.16  -5.43  -0.90   1.88   3.67   0.25   3.23   0.51   3.06  -1.41
201904   3.13   3.34   3.90   0.15   5.99   5.78   4.54  -3.15   0.88   6.52
201905  -5.66 -12.20  -9.42 -12.52  -8.69  -3.08  -6.28  -3.69  -1.96  -6.41
201906   4.37  12.59   8.07   8.74   7.82   5.01   7.09   7.16   3.40   6.57
201907   1.70   0.95   0.66  -2.72   3.56   1.21   0.85  -1.92  -1.03   1.46
201908  -1.41  -4.39  -2.15  -9.51  -2.93   0.40  -0.07  -0.67   3.10  -4.58
201909   1.29   3.04   3.92   3.59   1.09   1.27   0.78  -0.65   3.63   1.83
201910  -0.07   6.93  -0.03  -2.12   3.30   1.69   0.63   4.37  -1.49   2.85
201911   1.96   2.66   3.09   0.48   4.95   1.72   2.08   5.09  -2.50   4.77
201912   3.09   4.72   1.27   6.21   3.68   1.12   1.23   3.21   3.64   2.23
202001  -0.45   5.73  -3.19 -12.00   3.19  -2.61   0.82  -1.97   4.82  -1.47
202002  -8.77  -7.46  -8.84 -16.18  -7.19  -5.95  -6.93  -5.79 -10.31  -9.96
202003 -12.05 -22.90 -17.02 -34.74 -10.00 -13.52  -7.83  -5.43 -13.26 -19.09
202004   7.94  25.70  10.85  32.28  15.22   9.04  17.95  12.98   4.84  10.31
202005   3.16   7.16   5.63  -0.63   8.00   4.81   4.24   3.72   4.09   3.81
202006  -0.58  14.17   2.53  -0.37   5.79  -2.54   4.16  -1.95  -5.42  -0.16


  Average Equal Weighted Returns -- Monthly
        NoDur  Durbl  Manuf  Enrgy  HiTec  Telcm  Shops  Hlth   Utils  Other
192607   1.01   3.59   2.07  -2.28   2.03   1.31   0.43   1.86   4.63   0.05
192608   4.86  -0.04   1.79   4.27   2.45   1.08  -0.19   5.57  -2.18   4.37
192609  -0.48  -3.96   0.08  -3.90  -0.03  -0.86  -0.96   0.48   1.57  -1.00
192610  -2.73  -9.89  -5.35   2.57  -5.91  -1.49  -3.58  -0.46  -3.27  -2.63
192611   5.81  -0.78   1.33   1.38   1.23   1.48   1.06   6.64   5.52   0.65
192612  -0.22   4.27   2.72   4.43   0.57   0.53   2.50  -0.37   1.06   0.39
192701  -1.68  -2.58   0.54   3.55   0.24   0.13  -2.55   5.58  -0.65   4.91
192702   3.24   5.55   6.12   4.08   8.24   6.98   4.73   1.94   4.66   7.65
192703  -3.74  -2.86  -1.74  -9.59  -2.55   0.32   0.08  -0.54   1.61  -0.43
192704   0.88  -1.42   1.35  -4.11   2.04  -0.02   2.98   5.30   1.43   1.23
192705   7.01   3.78   6.00   7.25   2.83   1.60   1.87   4.25   9.11   7.79
192706  -2.62  -4.48  -4.16  -0.66   0.72  -3.64  -2.06   2.88  -3.80  -1.91
192707   6.30   5.86   7.58   2.04   7.44   4.36   5.61   8.10   3.90   4.39
192708   1.02   1.42   0.50  -2.17  -1.84   1.31   2.77  -0.31   5.99  -1.86
192709   2.46  -1.33   0.87   3.62   3.54   4.15   3.48   5.70   8.94   3.48
192710  -1.88  -3.85  -4.82  -4.62  -3.88  -2.75  -4.08   4.43  -4.89  -4.63
192711   7.24  10.98  14.18   9.65  14.63   3.66   8.43   4.73   5.79   7.47
192712   2.88   6.07   4.31  -0.22   0.33   2.39   1.52  -2.05   1.37   1.42
192801   4.09  -2.13   5.03  -0.58   1.76  -2.10   3.64   1.03   8.52   2.97
192802  -2.53  -2.67  -2.95  -2.18  -0.12  -0.38  -1.68  -2.12  -1.78  -3.18
192803   5.06  14.49   6.00   5.95  12.90   2.16   5.91   8.44   4.59   5.73
192804   3.34   5.10   7.98  25.95   4.78   2.16   4.94   3.03  10.65   7.19
192805   2.82   8.73   3.40  -3.53  11.64   6.53   4.44   6.74   1.51   4.36
192806  -7.79 -11.88  -8.06  -6.37  -5.37  -7.17  -5.28  -2.30  -4.10  -6.06
192807   0.02  -0.04  -0.01   1.66   0.11  -0.36   2.97  -1.10  -1.41  -1.21
192808   4.56  10.38   7.34   0.85   5.32   2.33   7.47   8.95   5.49   4.16
192809   2.66   7.29   7.16   7.30   2.70  -0.43   3.05  -0.36   4.71   2.55
192810   2.95   0.40   1.04   2.18   1.73   7.27   4.21  -0.04  -2.51  -0.13
192811   8.37  11.61  12.68  14.42  14.00   8.89  10.11   3.11  18.08  10.46
192812  -1.38   1.42   1.55  -7.31   3.09  -2.94  -0.42  -0.75   2.10  -1.72
192901   2.06   3.11   5.89  -6.46   7.36   7.56  -2.49   4.31  15.33   4.94
192902  -1.65  -1.15   2.30   0.83   5.30  -1.51  -0.73  -0.53  -1.62   1.10
192903  -5.98  -7.40  -3.29   4.69   4.94   9.38  -6.28  -0.85  -2.43  -4.64
192904   2.20  -2.12   0.92   1.13   4.69  -2.85   0.51   2.13   3.79   1.44
192905  -8.20 -14.12 -13.29  -8.44  -4.51  -7.24  -8.98  -7.41   2.59  -6.59
192906   4.08   6.63  11.48   2.77  12.98   5.57   7.16   4.34  22.56   4.81
192907   0.75  -1.75   1.74   1.42   6.51  10.09   0.53   2.86   7.38   2.58
192908  -0.27  -2.39   3.11   3.06   6.78   5.06   4.02  -0.97  10.11   3.38
192909  -4.03  -9.94  -5.51  -3.95  -2.72  -3.49  -3.48  -6.25   2.37  -4.80
192910 -17.04 -29.74 -22.32 -16.50 -26.70 -12.29 -23.22 -17.40 -30.47 -15.50
192911 -13.01 -15.09 -12.99  -9.53 -20.66  -8.86 -13.97  -5.23 -12.61 -11.24
192912  -5.62  -1.88  -4.14  -6.17   3.40   1.72  -7.28   2.88   8.54  -1.61
193001   8.86  16.85  14.07   4.16   9.70   3.12   8.65   2.02   5.33  10.04
193002   3.64   4.71   4.23  -3.34   7.11   5.48  -1.75   5.19   8.85   4.17
193003   7.05  16.13  10.19  24.68  10.76   3.12   1.94   6.96  10.43   6.86
193004  -5.28 -11.44  -8.74   1.23  -0.97   0.10   1.86  -3.42   1.16  -5.70
193005  -2.87  -6.60  -4.19  -6.02  -7.10  -2.33  -3.08  -2.27  -2.06  -3.60
193006 -15.38 -28.21 -19.65 -17.97 -25.39 -11.15 -18.27 -14.99 -18.01 -16.92
193007   1.73   8.69   4.35   2.17   6.56   4.37   0.51   8.84   3.73   2.64
193008  -0.96  -5.72  -2.87  -4.94   0.10   1.18   0.51   0.76   0.94  -1.96
193009 -13.14 -20.63 -16.72 -17.76 -22.19  -6.21 -10.87  -6.61 -12.17 -15.59
193010  -4.02 -15.66 -10.86 -13.19 -15.46  -3.51 -12.17  -5.37  -9.89  -9.52
193011  -1.49   6.01  -2.70  -6.86  -0.85  -2.39  -1.87  -3.08  -6.52  -4.61
193012 -12.70 -11.20 -15.38 -19.67 -13.62  -3.54 -16.56 -10.77  -5.04 -14.99
193101  14.78  14.24  11.18  17.66  15.03   3.90   9.57   7.84   4.91  18.07
193102  13.11  22.73  16.81  14.14  23.45   6.01  16.80  15.77  15.21  11.14
193103  -1.02  -5.50  -8.59 -13.03 -11.87  -1.96  -1.56  -0.15  -4.83  -9.28
193104 -14.41 -20.45 -17.84 -17.88 -16.39  -7.88 -10.60 -11.54 -10.23 -14.12
193105  -9.88 -17.29 -16.61 -17.54 -12.02  -8.23  -9.73 -16.31 -11.92 -16.16
193106  14.72  18.50  21.00  20.90  15.50   9.43   6.73  11.10   9.68  21.61
193107  -2.52  -6.90  -9.83  -6.95  -9.97  -1.44  -4.05  -3.40  -2.97  -9.29
193108  -2.51  -3.70  -3.49   8.58  -2.49  -0.20  -0.36  -1.42   0.56  -4.56
193109 -27.81 -35.22 -32.73 -32.27 -38.33 -18.49 -29.25 -33.00 -32.39 -28.43
193110  10.05  13.03  12.14  10.66  13.85   0.41   7.09  13.09   7.50   4.63
193111  -7.79  -1.17  -9.59  -8.08 -10.29 -13.82  -9.35  -9.46  -4.77 -13.96
193112 -13.81 -17.91 -18.82 -22.14 -19.89 -15.05 -20.90 -12.77 -13.34 -22.23
193201   6.13   8.47   6.23   8.77   6.64  -1.95   5.49   0.85  -2.61  14.98
193202   2.64   2.06   1.09   4.24   3.33   5.31   1.01  -2.17   5.13   1.38
193203  -7.99 -16.67 -12.79  -4.35 -16.15  -5.85 -16.34 -10.25 -11.06 -15.67
193204 -16.27 -27.66 -19.97 -12.50 -23.44 -21.11 -10.44 -13.78 -16.78 -18.78
193205 -16.53 -24.10 -20.49 -10.09 -19.93 -18.44 -22.10 -26.89 -29.94 -24.96
193206   7.10   3.77   4.77   1.88   6.01 -12.14   1.66   3.82  -1.47   0.62
193207  35.83  37.50  46.65  47.60  46.06  29.35  23.74  30.64  36.23  56.06
193208  58.65  74.69  69.95  43.10  53.76  36.21  67.65  39.48  65.32  77.11
193209  -5.43   2.67  -6.52  -8.05  -8.14   0.84  -4.43  -3.65  -8.35  -7.97
193210 -13.92 -22.89 -18.44  -8.57 -18.75 -12.47 -15.01 -17.15 -14.12 -18.11
193211  -7.63  -8.09  -4.62  -4.62  -8.85  -1.24  -7.09  -4.47  -6.81 -10.49
193212  -3.01  -5.89  -3.89  -5.24  -2.96  -1.59  -6.11  -1.57   2.43  -4.53
193301   3.40   2.10   4.25  -1.63   5.57  -1.25   0.35  -1.60  -6.00   7.62
193302  -8.17 -25.61 -17.18  -9.58 -16.68 -12.29 -18.68 -11.77 -21.98 -16.50
193303  13.47   4.49  15.20   8.40   9.45  -2.66  17.28   4.44 -13.02   2.88
193304  56.04  63.74  59.73  38.99  54.60  33.77  43.35  22.88  34.62  41.64
193305  46.54  81.26  61.53  60.50  50.51  19.21  64.56  34.24  45.11  65.62
193306  22.71  32.29  20.16  21.79  15.86  11.73  24.42   8.41  20.17  22.41
193307  -9.17 -13.23 -10.48 -14.33  -6.70   0.47 -13.04 -18.53 -17.53  -2.24
193308  10.39  14.58  13.02  15.20  15.62   6.11  10.03   3.16   1.32   7.53
193309 -14.19 -17.03 -14.61  -9.25 -14.99  -9.40 -15.68  -7.89 -23.43 -18.04
193310  -8.79 -13.45 -10.83  -9.73 -13.07  -8.34 -10.71  -5.05 -10.64 -11.64
193311   3.42  11.10   9.13   6.71   9.82   3.71   7.98   6.07  -1.20   3.09
193312  -0.53   9.08   3.45  -7.59  10.14  -1.18   1.07 -11.48  -2.60   1.07
193401  26.76  39.60  29.62  30.94  35.40  12.92  36.65  28.44  27.79  35.76
193402  -0.46   3.62   1.00   0.00  -5.12  -2.37   7.62  -4.29  -0.17   0.82
193403   1.00  -1.64   0.14  -3.29   3.16  -3.16   5.04  -2.47  -1.80   0.27
193404   2.28  -7.92   0.08   0.72  -2.22  -2.16   0.51   1.14  -3.42   0.04
193405  -8.43 -14.69 -12.80  -9.44  -8.78  -7.05 -12.95 -10.13 -11.21  -9.39
193406   1.41  -5.98   1.19   1.04   3.91   1.16  -0.35   0.82   2.51  -2.80
193407 -14.84 -21.54 -19.28 -16.84 -17.10 -10.08 -16.31 -12.50 -22.75 -22.18
193408   7.36  10.01  11.44   8.84   9.78   0.10   8.12   1.80   3.72  10.35
193409  -0.76  -3.60  -2.99  -1.94  -1.21  -0.42   4.74  -1.84   0.31  -1.53
193410  -2.25  -1.45  -2.28  -4.31  -0.17  -5.58   5.49   1.75  -7.90  -4.74
193411  10.79  26.83  19.19   7.48  16.11  -0.60  10.76   4.19   0.15   6.18
193412  -0.31   5.11   3.95  -0.78  -0.65   1.92   1.27  -0.26  -9.31  -0.70
193501  -2.64  -7.65  -2.58  -0.61  -5.05  -3.80  -2.95  -1.60  -3.72  -4.47
193502  -2.27  -5.58  -4.84  -3.68  -1.32  -3.70  -7.34  -1.68 -16.42  -9.43
193503  -8.83  -9.78  -8.15  -7.57  -6.98  -3.23  -7.21  -5.06  11.66  -8.50
193504   7.73  13.65  10.27  14.17  12.59  10.00   2.93   3.23  10.04  10.24
193505   2.53  -2.72   2.05  -0.63   1.52   5.24   1.30  -1.95  22.24   2.68
193506   2.14   9.00   4.72   0.20  11.16   5.54   2.77   3.64   3.15   3.19
193507   4.87  20.52  14.33   2.56  14.91   8.06  10.47   9.97  15.22   9.73
193508   5.34   5.13   5.37   8.35   3.02   5.32  11.66  -0.01  20.05  13.82
193509   3.97  12.64   4.08  -2.63   4.70  -0.47  -1.86   5.55  -7.96  -1.06
193510   4.94  13.48   8.83  10.70  16.97  12.17  10.62  10.01  19.43   2.77
193511   9.08  11.70  11.78  14.45   9.73   8.77  10.74   0.89   1.02  29.57
193512   2.15   5.79   7.96  14.60   9.03   1.06  -0.97   8.18   7.62   3.43
193601  13.33  10.56  11.66  24.20  10.06   4.91   7.49  13.92  19.42  22.91
193602   1.55  10.23   6.90   2.57   3.28   5.31   0.97   0.73  -8.46   4.73
193603  -1.08   6.24   0.38   0.92  -0.16  -3.44   3.63   3.19   5.65  -1.69
193604 -10.66 -16.73 -13.33 -12.25 -10.57  -8.62 -11.15 -14.15 -10.39 -12.57
193605   2.49   4.08   5.92  -1.46   6.57   3.05   7.57   5.71  10.76   6.40
