This file was created by CMPT_IND_RETS using the 202006 CRSP database.
It contains value- and equal-weighted returns for  5 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
193402    222    276     30      6    135
193403    222    276     30      6    135
193404    222    276     30      6    135
193405    222    274     30      6    135
193406    222    274     30      6    135
193407    226    275     31      9    141
193408    226    275     31      9    141
193409    226    275     31      9    141
193410    226    274     31      9    137
193411    226    273     31      9    137
193412    226    273     31      9    137
193501    226    273     31      9    136
193502    224    273     31      9    136
193503    224    273     31      9    136
193504    223    273     31      9    136
193505    223    273     30      9    135
193506    223    273     30      9    135
193507    224    275     30      9    138
193508    224    274     30      9    138
193509    223    274     30      9    136
193510    223    274     30      9    136
193511    223    274     30      9    136
193512    223    273     30      9    136
193601    223    273     30      9    136
193602    223    272     30      9    136
193603    221    272     30      9    136
193604    221    271     30      9    136
193605    220    271     30      9    136
193606    220    271     30      9    136
193607    238    286     31     10    142
193608    238    285     31     10    141
193609    238    285     31     10    141
193610    238    283     31     10    140
193611    238    283     31     10    140
193612    238    282     31     10    140
193701    237    282     31     10    137
193702    237    282     31     10    137
193703    237    281     31     10    137
193704    237    279     31     10    137
193705    237    279     31     10    137
193706    237    279     31     10    137
193707    250    301     34     12    144
193708    250    301     34     12    144
193709    250    300     34     12    144
193710    250    300     34     12    144
193711    250    300     34     12    144
193712    250    300     34     12    144
193801    250    300     34     12    144
193802    250    300     34     12    144
193803    250    300     34     12    144
193804    250    300     34     12    143
193805    249    299     34     12    142
193806    249    299     34     12    142
193807    253    314     35     12    147
193808    251    313     35     12    146
193809    251    313     35     12    146
193810    251    313     35     12    145
193811    251    313     35     12    144
193812    250    312     35     12    141
193901    250    312     35     12    141
193902    250    312     35     12    141
193903    250    312     35     12    141
193904    250    312     35     12    140
193905    249    312     35     12    140
193906    249    312     35     12    139
193907    250    314     36     12    138
193908    250    314     36     12    136
193909    250    313     36     12    134
193910    250    313     36     12    133
193911    250    313     36     12    132
193912    250    313     36     12    132
194001    250    312     36     12    132
194002    250    312     36     12    132
194003    250    312     36     12    132
194004    250    312     36     12    132
194005    248    312     36     12    132
194006    248    312     36     12    132
194007    254    322     36     13    138
194008    253    322     36     13    137
194009    253    322     36     13    135
194010    253    322     36     13    134
194011    253    322     36     13    134
194012    251    321     36     13    134
194101    251    321     36     13    134
194102    251    320     36     13    134
194103    251    320     36     13    134
194104    251    320     36     13    134
194105    251    320     36     13    134
194106    251    320     36     13    133
194107    253    331     38     13    138
194108    253    331     38     13    137
194109    253    331     38     13    137
194110    253    331     38     13    137
194111    253    331     38     13    136
194112    253    331     38     13    136
194201    253    331     38     13    136
194202    253    331     38     13    136
194203    252    331     38     13    136
194204    252    331     38     13    136
194205    252    331     38     13    136
194206    252    331     38     13    136
194207    253    336     39     14    138
194208    253    336     39     14    138
194209    253    336     39     14    138
194210    252    336     39     14    138
194211    252    336     39     14    138
194212    252    335     39     14    138
194301    252    335     39     14    138
194302    252    334     39     14    138
194303    252    333     39     14    138
194304    252    332     39     14    138
194305    252    332     39     14    138
194306    252    332     39     14    137
194307    254    333     40     14    137
194308    254    333     40     14    137
194309    254    333     40     14    137
194310    254    332     40     14    137
194311    254    331     40     14    137
194312    254    331     40     14    135
194401    254    330     40     14    133
194402    254    330     40     14    132
194403    254    330     40     14    132
194404    254    330     40     14    132
194405    254    329     40     14    132
194406    254    329     40     14    132
194407    257    345     43     15    135
194408    257    345     43     15    135
194409    256    345     43     15    135
194410    255    345     43     15    134
194411    255    345     43     15    134
194412    255    345     43     15    133
194501    254    345     43     15    133
194502    254    345     43     15    133
194503    254    345     43     15    133
194504    254    345     43     15    133
194505    254    345     43     15    133
194506    254    345     43     15    133
194507    266    353     46     16    138
194508    266    353     46     16    138
194509    266    353     46     16    138
194510    265    353     46     16    138
194511    265    352     46     16    137
194512    265    352     46     16    137
194601    265    351     46     16    137
194602    264    351     46     16    137
194603    264    351     46     16    137
194604    264    351     46     16    137
194605    264    351     46     16    137
194606    263    351     46     16    137
194607    274    374     48     18    142
194608    273    374     48     18    142
194609    273    374     48     18    142
194610    272    374     48     18    142
194611    272    374     47     18    142
194612    272    374     47     18    142
194701    272    374     47     18    142
194702    272    374     47     18    142
194703    272    374     47     18    142
194704    272    374     47     18    142
194705    272    374     47     18    142
194706    272    374     47     18    141
194707    289    395     50     18    146
194708    289    395     50     18    146
194709    289    395     50     18    146
194710    289    394     50     18    146
194711    289    394     50     18    146
194712    289    394     50     18    146
194801    289    394     50     18    146
194802    289    394     50     18    146
194803    289    394     50     18    146
194804    289    394     50     18    146
194805    289    394     50     18    146
194806    289    394     50     18    146
194807    300    412     51     18    154
194808    300    412     51     18    154
194809    300    411     51     18    154
194810    300    411     51     18    154
194811    300    411     51     18    154
194812    300    411     51     18    154
194901    300    411     51     18    154
194902    300    411     51     18    154
194903    300    411     51     18    154
194904    300    411     51     18    154
194905    300    411     51     18    154
194906    300    411     51     18    154
194907    304    425     53     18    158
194908    304    425     53     18    158
194909    304    425     53     18    158
194910    304    425     53     18    158
194911    304    425     53     18    158
194912    304    425     53     18    157
195001    302    425     53     18    157
195002    302    425     53     18    157
195003    302    425     53     18    157
195004    302    425     53     18    157
195005    302    425     52     18    157
195006    302    424     52     18    157
195007    303    443     52     18    159
195008    303    443     52     18    159
195009    303    443     52     18    159
195010    303    443     52     18    159
195011    303    443     52     18    159
195012    302    442     52     18    159
195101    302    442     52     18    158
195102    302    442     52     18    158
195103    302    442     52     18    158
195104    302    442     52     18    158
195105    302    442     52     18    158
195106    302    442     52     18    158
195107    307    462     54     19    161
195108    306    462     54     19    161
195109    306    461     54     19    161
195110    306    461     54     19    161
195111    306    459     54     19    161
195112    306    459     54     19    161
195201    306    459     54     19    161
195202    306    459     54     19    161
195203    306    459     54     19    160
195204    305    459     54     19    160
195205    305    459     54     19    160
195206    305    459     54     19    160
195207    309    467     57     19    160
195208    309    467     57     19    160
195209    309    467     57     19    160
195210    309    467     57     18    160
195211    309    466     57     18    160
195212    309    466     57     18    160
195301    309    466     57     18    160
195302    308    466     56     18    160
195303    306    466     55     18    160
195304    306    466     55     18    160
195305    306    465     55     17    157
195306    306    465     55     17    157
195307    307    477     58     18    161
195308    306    477     58     18    161
195309    304    477     58     18    161
195310    303    477     58     18    161
195311    303    476     58     18    161
195312    303    476     58     18    161
195401    303    476     58     18    161
195402    303    476     58     18    161
195403    303    476     58     18    161
195404    303    475     58     18    161
195405    302    473     58     18    161
195406    302    473     58     18    161
195407    301    483     59     18    162
195408    301    482     59     18    162
195409    301    482     59     18    162
195410    300    481     59     18    160
195411    300    480     59     18    160
195412    300    480     59     18    160
195501    300    479     59     18    160
195502    298    478     59     18    160
195503    298    476     59     18    160
195504    298    476     59     17    159
195505    298    475     58     17    158
195506    298    475     58     17    158
195507    302    491     58     17    159
195508    302    489     58     17    158
195509    301    487     58     17    158
195510    300    486     58     17    158
195511    300    486     58     17    158
195512    298    484     58     17    158
195601    296    484     58     17    158
195602    295    484     58     17    158
195603    295    484     58     17    158
195604    295    484     58     17    158
195605    293    484     58     17    158
195606    293    483     58     17    156
195607    294    495     60     17    158
195608    293    494     60     17    157
195609    293    493     60     17    156
195610    293    490     60     17    156
195611    292    490     60     17    156
195612    292    490     60     17    156
195701    292    486     60     17    156
195702    292    486     60     17    156
195703    292    486     60     17    156
195704    291    486     60     17    156
195705    289    485     60     17    156
195706    288    483     60     17    156
195707    293    498     69     17    160
195708    292    497     68     17    160
195709    292    496     68     17    159
195710    290    496     67     17    159
195711    290    496     66     17    159
195712    290    494     66     17    157
195801    290    492     66     17    157
195802    289    492     66     17    157
195803    287    490     66     17    156
195804    287    490     66     17    156
195805    286    489     66     17    156
195806    285    487     66     17    156
195807    281    499     72     20    167
195808    281    498     72     20    166
195809    281    497     72     20    164
195810    281    496     72     20    162
195811    281    496     72     20    162
195812    280    495     72     20    162
195901    280    495     72     20    162
195902    278    495     72     20    162
195903    277    494     71     20    160
195904    277    493     71     20    158
195905    277    493     71     20    158
195906    277    493     71     20    157
195907    284    500     78     22    160
195908    284    500     78     22    159
195909    284    500     78     22    159
195910    283    500     77     22    159
195911    283    499     77     22    159
195912    283    499     76     22    158
196001    283    499     75     22    158
196002    283    499     75     22    157
196003    282    499     75     22    157
196004    281    498     75     22    156
196005    281    496     74     22    156
196006    281    496     74     22    156
196007    290    513     83     23    164
196008    289    513     83     23    164
196009    289    512     83     23    164
196010    286    512     83     23    163
196011    285    512     83     23    162
196012    284    512     83     23    162
196101    282    511     83     22    162
196102    279    511     83     22    161
196103    279    510     83     22    161
196104    278    509     83     22    161
196105    278    509     83     22    161
196106    277    509     83     22    160
196107    290    524     90     23    165
196108    289    523     90     23    163
196109    288    523     90     23    162
196110    287    522     90     23    162
196111    287    522     89     23    161
196112    287    521     88     23    160
196201    287    520     88     23    160
196202    286    518     88     23    160
196203    286    518     88     23    160
196204    286    514     88     23    159
196205    285    513     88     23    159
196206    285    511     87     23    159
196207    295    533     98     23    164
196208    295    533     98     23    164
196209    295    532     98     23    164
196210    294    532     98     23    164
196211    293    531     98     23    164
196212    293    530     98     23    164
196301    293    530     98     23    163
196302    293    529     98     23    163
196303    292    529     98     23    163
196304    292    528     98     23    162
196305    290    526     97     23    161
196306    290    525     96     23    161
196307    555    864    154     36    349
196308    554    863    154     36    345
196309    552    858    154     36    345
196310    551    855    153     36    342
196311    550    853    153     36    341
196312    547    846    153     36    340
196401    546    840    153     36    340
196402    546    839    153     36    340
196403    544    836    153     36    339
196404    543    834    152     36    337
196405    540    830    151     36    336
196406    539    827    151     36    336
196407    582    867    166     38    348
196408    581    866    166     38    347
196409    579    861    166     38    346
196410    579    858    166     38    343
196411    578    856    166     38    342
196412    576    853    164     38    342
196501    575    848    163     38    341
196502    571    845    163     38    340
196503    570    843    160     38    337
196504    568    840    160     38    337
196505    567    838    160     38    334
196506    565    836    160     38    333
196507    602    871    176     39    360
196508    601    869    175     39    359
196509    597    865    174     39    358
196510    592    862    174     39    357
196511    591    860    174     39    355
196512    588    858    173     39    355
196601    585    855    172     38    352
196602    583    849    172     38    350
196603    582    848    172     38    350
196604    579    845    172     38    350
196605    573    842    171     38    349
196606    569    839    171     38    348
196607    607    872    185     39    363
196608    607    871    184     39    359
196609    606    870    184     39    358
196610    605    866    184     39    356
196611    601    863    184     39    354
196612    598    861    183     39    350
196701    596    860    183     39    348
196702    595    858    183     39    347
196703    593    855    181     39    347
196704    591    854    179     39    345
196705    586    849    177     39    342
196706    582    846    177     39    340
196707    607    887    192     40    350
196708    604    883    192     40    348
196709    600    874    191     40    346
196710    596    869    188     40    345
196711    592    866    187     40    344
196712    589    860    186     39    343
196801    585    847    184     38    342
196802    583    843    183     38    339
196803    580    842    183     38    337
196804    577    837    183     38    334
196805    574    832    183     38    333
196806    568    821    182     38    330
196807    604    860    210     44    346
196808    603    858    210     44    344
196809    601    854    209     44    341
196810    597    846    208     44    341
196811    594    841    207     44    340
196812    591    833    207     44    338
196901    585    829    207     44    335
196902    582    824    206     44    334
196903    580    822    205     44    330
196904    576    821    203     44    329
196905    575    817    201     44    328
196906    572    815    201     44    325
196907    639    855    228     49    374
196908    638    853    226     49    373
196909    636    851    226     49    369
196910    636    850    225     49    369
196911    635    846    224     49    368
196912    629    845    222     49    368
197001    627    843    222     49    368
197002    626    841    222     49    368
197003    626    841    222     49    364
197004    626    839    220     49    361
197005    624    834    220     49    361
197006    620    833    219     49    359
197007    687    869    225     53    409
197008    685    867    224     53    407
197009    685    867    221     53    406
197010    685    864    221     53    406
197011    683    863    220     52    405
197012    680    857    219     52    403
197101    676    856    219     51    402
197102    673    854    219     51    401
197103    671    853    218     51    398
197104    669    850    216     51    398
197105    668    846    213     51    395
197106    666    844    211     51    393
197107    713    870    222     60    442
197108    712    869    222     60    441
197109    712    869    220     60    441
197110    712    869    220     60    441
197111    711    866    220     60    441
197112    711    865    219     60    439
197201    710    860    218     60    439
197202    710    860    218     60    438
197203    708    859    217     60    436
197204    707    857    216     60    433
197205    707    855    216     60    430
197206    706    854    215     60    427
197207    768    882    222     70    488
197208    762    881    222     70    485
197209    761    880    222     70    485
197210    758    879    222     70    484
197211    757    877    220     70    482
197212    756    875    220     70    482
197301    751    873    219     70    481
197302    748    870    218     70    480
197303    747    868    218     70    478
197304    745    868    217     70    477
197305    739    864    215     70    475
197306    737    864    214     70    474
197307   1303   1317    470    136   1931
197308   1290   1310    467    136   1912
197309   1283   1306    464    133   1900
197310   1275   1303    460    133   1889
197311   1260   1290    452    133   1859
197312   1244   1283    446    130   1830
197401   1238   1278    444    128   1816
197402   1233   1275    441    128   1809
197403   1231   1274    435    128   1799
197404   1224   1269    432    127   1793
197405   1213   1260    429    125   1782
197406   1203   1256    426    125   1768
197407   1196   1268    432    130   1740
197408   1187   1263    426    129   1728
197409   1175   1262    421    129   1719
197410   1165   1259    417    129   1708
197411   1160   1252    415    129   1698
197412   1155   1242    412    129   1686
197501   1145   1238    410    126   1676
197502   1144   1236    408    125   1672
197503   1140   1232    406    125   1668
197504   1137   1227    406    125   1659
197505   1136   1226    405    125   1656
197506   1128   1220    400    122   1649
197507   1139   1258    407    135   1661
197508   1135   1252    405    135   1656
197509   1133   1251    404    134   1654
197510   1130   1249    404    132   1646
197511   1124   1246    403    132   1642
197512   1118   1244    401    130   1636
197601   1114   1237    400    130   1628
197602   1111   1232    400    130   1624
197603   1101   1231    399    130   1620
197604   1095   1229    395    129   1614
197605   1093   1220    394    129   1608
197606   1088   1216    393    129   1605
197607   1136   1280    413    135   1667
197608   1127   1273    413    135   1661
197609   1125   1270    410    135   1655
197610   1123   1264    410    135   1652
197611   1120   1260    408    134   1650
197612   1118   1253    405    130   1643
197701   1110   1248    401    129   1637
197702   1106   1243    399    128   1633
197703   1098   1238    399    127   1629
197704   1096   1234    398    126   1626
197705   1091   1224    397    124   1624
197706   1085   1218    397    123   1621
197707   1125   1273    430    133   1676
197708   1114   1268    427    132   1668
197709   1110   1263    425    132   1658
197710   1103   1256    423    131   1652
197711   1099   1252    421    130   1650
197712   1092   1240    418    128   1645
197801   1083   1231    413    125   1630
197802   1077   1228    412    125   1621
197803   1072   1224    411    125   1615
197804   1067   1215    408    124   1612
197805   1058   1201    406    123   1606
197806   1049   1184    404    120   1599
197807   1069   1237    423    124   1663
197808   1058   1228    421    124   1655
197809   1051   1225    419    122   1646
197810   1042   1221    417    122   1637
197811   1038   1216    415    122   1628
197812   1034   1212    411    121   1620
197901   1023   1201    409    121   1609
197902   1017   1195    408    120   1596
197903   1013   1190    406    119   1592
197904   1007   1187    402    118   1579
197905   1005   1183    400    117   1571
197906    996   1177    396    115   1556
197907   1015   1229    443    127   1645
197908   1009   1220    442    126   1637
197909   1004   1217    440    124   1628
197910   1000   1213    439    124   1624
197911    993   1209    434    124   1616
197912    987   1203    429    123   1610
198001    977   1193    426    123   1590
198002    971   1189    424    122   1585
198003    967   1186    423    122   1574
198004    960   1179    421    119   1567
198005    954   1175    417    117   1556
198006    950   1171    412    117   1545
198007    988   1267    465    136   1639
198008    985   1261    461    135   1622
198009    975   1254    458    133   1613
198010    970   1252    457    133   1604
198011    968   1247    454    132   1598
198012    960   1243    449    132   1585
198101    948   1240    444    131   1577
198102    940   1233    443    130   1569
198103    936   1225    440    129   1565
198104    929   1218    439    127   1559
198105    924   1213    439    126   1558
198106    916   1205    437    126   1550
198107    977   1386    581    157   1734
198108    970   1380    580    157   1732
198109    963   1379    578    156   1719
198110    956   1373    575    155   1709
198111    950   1369    571    155   1702
198112    942   1362    569    153   1696
198201    938   1359    565    153   1683
198202    934   1353    563    153   1674
198203    927   1348    559    151   1659
198204    920   1341    555    150   1641
198205    910   1339    554    150   1628
198206    902   1336    553    148   1617
198207    957   1440    655    175   1717
198208    952   1434    653    174   1705
198209    948   1421    650    172   1681
198210    941   1412    646    171   1665
198211    932   1408    644    170   1640
198212    931   1397    640    168   1625
198301    921   1383    638    167   1602
198302    917   1373    637    165   1595
198303    912   1369    635    162   1587
198304    910   1360    633    160   1580
198305    906   1354    625    160   1567
198306    901   1343    620    159   1555
198307    998   1417    758    201   1728
198308    992   1401    755    199   1713
198309    986   1389    751    199   1699
198310    985   1380    747    199   1691
198311    981   1377    745    199   1681
198312    973   1365    742    198   1674
198401    964   1353    740    195   1659
198402    950   1345    738    193   1651
198403    947   1336    737    193   1640
198404    941   1328    734    193   1629
198405    932   1325    733    190   1617
198406    924   1314    724    190   1598
198407   1100   1437    999    284   1850
198408   1095   1432    996    283   1837
198409   1076   1414    989    281   1817
198410   1068   1406    978    278   1792
198411   1060   1387    971    277   1775
198412   1052   1376    968    273   1764
198501   1040   1366    960    269   1738
198502   1034   1352    954    268   1729
198503   1027   1341    947    265   1722
198504   1016   1337    939    264   1708
198505    998   1327    933    264   1688
198506    988   1314    920    259   1673
198507   1075   1401   1038    312   1753
198508   1066   1387   1027    311   1731
198509   1056   1380   1020    309   1713
198510   1043   1367   1010    307   1704
198511   1030   1354   1001    304   1685
198512   1015   1343    991    300   1668
198601   1008   1332    983    296   1642
198602   1000   1324    978    293   1631
198603    993   1311    965    289   1616
198604    980   1297    958    285   1602
198605    971   1283    952    281   1584
198606    963   1265    942    277   1572
198607   1134   1397   1045    362   1764
198608   1127   1383   1036    359   1747
198609   1117   1370   1027    357   1730
198610   1105   1354   1016    352   1719
198611   1092   1339   1004    345   1699
198612   1074   1308    989    344   1667
198701   1057   1301    977    338   1652
198702   1055   1292    975    335   1647
198703   1049   1280    969    331   1635
198704   1038   1270    967    331   1627
198705   1034   1265    962    331   1613
198706   1025   1255    952    330   1603
198707   1203   1360   1096    412   2049
198708   1192   1350   1082    410   2036
198709   1184   1337   1073    408   2030
198710   1169   1325   1063    407   2009
198711   1154   1314   1057    401   1991
198712   1137   1307   1045    397   1974
198801   1131   1300   1039    392   1958
198802   1123   1288   1023    390   1936
198803   1110   1281   1017    382   1922
198804   1090   1272   1009    381   1909
198805   1065   1259    997    379   1886
198806   1054   1246    987    375   1875
198807   1180   1300   1079    413   2080
198808   1165   1287   1067    406   2054
198809   1154   1277   1057    398   2034
198810   1144   1267   1051    396   2020
198811   1131   1250   1040    391   2004
198812   1107   1238   1025    388   1974
198901   1097   1230   1014    386   1957
198902   1089   1224   1000    384   1942
198903   1080   1217    986    381   1926
198904   1072   1213    980    377   1908
198905   1058   1204    967    374   1894
198906   1045   1189    956    368   1874
198907   1120   1266   1003    398   2003
198908   1109   1256    994    396   1975
198909   1095   1247    987    394   1951
198910   1088   1238    983    389   1939
198911   1076   1233    972    387   1916
198912   1067   1225    967    384   1897
199001   1061   1214    959    380   1876
199002   1051   1209    953    378   1861
199003   1045   1201    946    377   1843
199004   1034   1197    937    373   1828
199005   1027   1189    929    371   1808
199006   1016   1181    913    366   1790
199007   1092   1228    991    426   1945
199008   1082   1220    982    426   1923
199009   1075   1216    977    424   1907
199010   1063   1209    971    420   1892
199011   1056   1201    962    415   1876
199012   1055   1191    953    414   1863
199101   1049   1186    949    411   1839
199102   1043   1181    944    406   1830
199103   1038   1174    935    403   1819
199104   1026   1161    928    400   1800
199105   1016   1153    924    398   1783
199106   1007   1151    919    396   1774
199107   1057   1208    959    458   1877
199108   1049   1204    954    454   1864
199109   1044   1203    947    453   1852
199110   1038   1201    938    450   1840
199111   1028   1198    930    450   1827
199112   1023   1193    918    447   1806
199201   1018   1187    912    445   1790
199202   1009   1183    906    440   1780
199203   1002   1179    899    439   1758
199204    994   1170    893    436   1740
199205    984   1159    884    432   1722
199206    973   1146    870    428   1704
199207   1126   1199    975    550   1840
199208   1113   1189    962    548   1826
199209   1107   1184    959    542   1813
199210   1097   1179    953    534   1793
199211   1090   1176    948    534   1784
199212   1088   1172    942    533   1766
199301   1085   1168    934    532   1748
199302   1080   1166    931    529   1735
199303   1075   1163    923    527   1715
199304   1072   1161    920    523   1707
199305   1071   1157    917    519   1697
199306   1065   1148    914    518   1686
199307   1207   1210   1035    597   1908
199308   1203   1204   1032    591   1897
199309   1200   1201   1027    588   1890
199310   1195   1198   1024    585   1877
199311   1190   1189   1022    583   1872
199312   1185   1184   1013    581   1853
199401   1178   1181   1011    580   1833
199402   1174   1176   1005    575   1821
199403   1172   1173   1002    573   1807
199404   1171   1167    995    568   1796
199405   1168   1161    988    562   1784
199406   1163   1157    984    554   1766
199407   1369   1313   1160    624   2082
199408   1362   1306   1152    623   2063
199409   1352   1303   1141    619   2047
199410   1348   1298   1135    610   2035
199411   1341   1293   1128    606   2022
199412   1331   1284   1114    601   2007
199501   1324   1280   1105    596   1981
199502   1319   1273   1098    592   1966
199503   1309   1265   1088    586   1950
199504   1298   1260   1085    582   1932
199505   1284   1251   1079    575   1915
199506   1271   1242   1065    574   1898
199507   1387   1314   1209    622   2104
199508   1375   1313   1199    614   2093
199509   1369   1306   1192    609   2081
199510   1358   1300   1184    604   2061
199511   1349   1293   1178    595   2047
199512   1342   1290   1166    592   2029
199601   1331   1282   1160    588   1994
199602   1322   1272   1150    585   1980
199603   1321   1262   1147    581   1962
199604   1318   1256   1141    578   1938
199605   1311   1247   1133    574   1923
199606   1299   1243   1130    570   1910
199607   1429   1333   1415    699   2190
199608   1421   1322   1403    694   2176
199609   1407   1316   1398    690   2164
199610   1396   1307   1390    689   2145
199611   1388   1301   1382    687   2126
199612   1376   1293   1374    680   2106
199701   1366   1283   1362    675   2088
199702   1354   1281   1352    672   2075
199703   1344   1271   1340    667   2053
199704   1336   1269   1329    663   2034
199705   1329   1264   1319    660   2019
199706   1317   1257   1308    656   1990
199707   1432   1340   1522    737   2243
199708   1418   1321   1511    732   2219
199709   1401   1315   1502    722   2204
199710   1389   1301   1495    715   2183
199711   1379   1293   1482    710   2164
199712   1362   1279   1462    703   2131
199801   1345   1266   1448    698   2113
199802   1331   1262   1433    694   2087
199803   1313   1253   1418    685   2055
199804   1302   1241   1406    682   2026
199805   1291   1235   1390    676   2002
199806   1279   1218   1367    669   1975
199807   1388   1270   1537    731   2199
199808   1373   1260   1520    723   2173
199809   1353   1247   1493    715   2155
199810   1331   1232   1464    695   2123
199811   1320   1225   1449    686   2102
199812   1303   1216   1431    676   2070
199901   1285   1202   1412    668   2043
199902   1269   1189   1398    662   2019
199903   1248   1171   1375    649   1992
199904   1232   1157   1360    643   1973
199905   1218   1147   1339    639   1955
199906   1203   1138   1316    629   1931
199907   1240   1154   1485    633   2068
199908   1228   1129   1465    627   2049
199909   1214   1117   1447    615   2029
199910   1206   1104   1429    609   2001
199911   1199   1083   1408    592   1975
199912   1180   1074   1387    584   1953
200001   1171   1069   1370    579   1933
200002   1162   1058   1351    573   1913
200003   1155   1048   1338    571   1873
200004   1144   1040   1324    568   1850
200005   1133   1033   1309    562   1837
200006   1120   1021   1290    557   1811
200007   1166   1041   1659    603   1927
200008   1151   1033   1643    596   1912
200009   1139   1015   1627    587   1895
200010   1115   1003   1607    579   1863
200011   1096    989   1591    565   1839
200012   1075    977   1570    554   1821
200101   1059    960   1551    550   1789
200102   1047    956   1532    544   1769
200103   1034    947   1508    540   1753
200104   1021    936   1477    532   1727
200105   1001    922   1446    526   1709
200106    990    915   1421    523   1683
200107    987    962   1546    571   1724
200108    967    951   1501    567   1706
200109    957    946   1489    564   1688
200110    948    940   1472    562   1673
200111    933    930   1446    558   1649
200112    924    926   1430    556   1626
200201    913    918   1414    554   1605
200202    906    911   1399    552   1584
200203    896    905   1385    551   1568
200204    890    895   1366    545   1551
200205    886    891   1346    544   1540
200206    880    885   1327    539   1536
200207    897    882   1365    570   1575
200208    891    876   1338    567   1555
200209    888    872   1321    565   1545
200210    880    863   1301    559   1533
200211    877    855   1285    557   1522
200212    872    850   1265    550   1513
200301    866    842   1248    546   1495
200302    862    837   1232    541   1487
200303    855    831   1201    529   1471
200304    843    827   1187    524   1466
200305    835    825   1173    523   1452
200306    827    823   1158    518   1445
200307    835    834   1173    520   1495
200308    829    830   1157    516   1481
200309    823    827   1146    515   1475
200310    817    823   1133    514   1466
200311    813    821   1120    512   1450
200312    806    815   1110    511   1437
200401    799    812   1103    508   1424
200402    796    809   1095    505   1415
200403    794    804   1081    504   1409
200404    785    802   1076    501   1395
200405    779    798   1072    499   1380
200406    776    795   1063    495   1369
200407    802    803   1117    552   1448
200408    794    801   1107    549   1441
200409    791    797   1106    549   1429
200410    785    794   1097    548   1417
200411    780    791   1087    547   1406
200412    775    786   1080    544   1394
200501    774    779   1076    541   1374
200502    770    777   1070    540   1362
200503    763    769   1067    539   1354
200504    757    765   1060    537   1346
200505    752    761   1050    534   1335
200506    749    758   1037    532   1329
200507    787    795   1105    570   1424
200508    778    790   1091    566   1415
200509    774    787   1082    561   1408
200510    763    781   1072    556   1403
200511    758    780   1060    550   1397
200512    750    774   1054    547   1384
200601    745    772   1041    541   1373
200602    738    769   1026    537   1368
200603    732    769   1018    533   1359
200604    729    764   1011    526   1352
200605    724    761   1001    522   1344
200606    718    758    994    520   1337
200607    764    803   1040    574   1438
200608    761    800   1031    573   1431
200609    755    797   1026    572   1425
200610    751    792   1014    571   1416
200611    742    790   1009    563   1405
200612    739    783    998    558   1395
200701    733    778    985    551   1381
200702    729    774    976    549   1370
200703    724    770    966    547   1364
200704    721    760    956    540   1351
200705    715    756    946    539   1343
200706    709    746    938    535   1335
200707    730    791   1005    579   1442
200708    722    788    995    573   1427
200709    717    786    983    570   1419
200710    709    783    972    566   1404
200711    699    778    962    558   1394
200712    692    773    952    555   1382
200801    690    771    944    550   1375
200802    688    765    939    546   1363
200803    685    760    932    540   1351
200804    679    755    926    533   1341
200805    672    751    916    524   1332
200806    671    749    910    521   1322
200807    693    793    956    554   1397
200808    688    788    944    549   1392
200809    683    785    931    544   1383
200810    675    783    921    537   1371
200811    667    777    912    535   1357
200812    664    773    905    527   1346
200901    658    770    901    519   1334
200902    653    766    895    514   1323
200903    650    757    889    506   1311
200904    646    749    879    503   1299
200905    644    744    875    495   1291
200906    640    742    862    488   1281
200907    644    753    867    498   1300
200908    640    750    862    494   1290
200909    637    749    861    489   1279
200910    635    746    853    484   1268
200911    629    739    844    479   1258
200912    626    736    838    474   1245
201001    623    736    831    469   1232
201002    621    733    822    466   1221
201003    615    728    819    460   1215
201004    615    725    808    460   1203
201005    612    722    805    459   1195
201006    611    719    804    457   1187
201007    630    756    835    480   1219
201008    627    754    828    477   1217
201009    625    747    823    474   1214
201010    623    746    811    469   1206
201011    620    741    804    464   1197
201012    618    732    794    457   1185
201101    616    728    789    454   1176
201102    614    723    782    450   1174
201103    607    719    777    447   1168
201104    603    717    766    442   1156
201105    599    714    760    440   1148
201106    594    708    752    430   1138
201107    608    731    794    459   1174
201108    607    729    789    457   1172
201109    606    725    784    455   1167
201110    604    723    778    451   1160
201111    600    717    771    448   1151
201112    596    709    767    446   1143
201201    594    705    759    444   1135
201202    592    703    752    440   1130
201203    591    698    748    437   1125
201204    588    696    745    433   1119
201205    586    692    742    432   1109
201206    580    688    741    428   1102
201207    597    702    781    448   1131
201208    594    698    774    439   1129
201209    590    696    772    435   1119
201210    584    689    767    434   1110
201211    583    686    759    433   1105
201212    582    679    749    428   1098
201301    577    678    747    426   1096
201302    571    677    744    425   1090
201303    570    676    739    421   1084
201304    566    672    731    420   1078
201305    562    668    727    419   1072
201306    557    666    722    415   1066
201307    577    678    757    457   1107
201308    574    675    751    455   1105
201309    572    673    745    454   1101
201310    568    669    741    448   1099
201311    558    667    734    447   1094
201312    557    665    728    446   1090
201401    555    665    725    441   1086
201402    551    658    721    438   1080
201403    550    654    720    437   1077
201404    548    652    716    436   1073
201405    546    649    715    434   1068
201406    545    648    710    433   1064
201407    570    679    768    536   1121
201408    566    678    767    534   1116
201409    565    677    764    531   1111
201410    561    675    758    530   1107
