This file was created using the 202006 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 4 OP portfolios and 4 INV portfolios in Asia_Pacific_ex_Japan.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June. OP for June of year t is annual revenues minus cost of goods sold, interest expense,
and selling, general, and administrative expenses divided by book equity for the last fiscal year end in t-1.
Investment is the change in total assets from the fiscal year ending in year t-2
to the fiscal year ending in t-1, divided by t-2 total assets.
Firms with negative BE are not included in any portfolio.

The annual returns are from January to December.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
,SMALL LoOP LoINV,ME1 OP1 INV2,ME1 OP1 INV3,ME1 OP1 HiINV,ME1 OP2 LoINV,ME1 OP2 INV2,ME1 OP2 INV3,ME1 OP2 HiINV,ME1 OP3 LoINV,ME1 OP3 INV2,ME1 OP3 INV3,ME1 OP3 HiINV,ME1 OP4 LoINV,ME1 OP4 INV2,ME1 OP4 INV3,SMALL HiOP HiINV,BIG LoOP LoINV,ME2 OP1 INV2,ME2 OP1 INV3,ME2 OP1 HiINV,ME2 OP2 LoINV,ME2 OP2 INV2,ME2 OP2 INV3,ME2 OP2 HiINV,ME2 OP3 LoINV,ME2 OP3 INV2,ME2 OP3 INV3,ME2 OP3 HiINV,ME2 OP4 LoINV,ME2 OP4 INV2,ME2 OP4 INV3,BIG HiOP HiINV
201509     ,4.82     ,2.00     ,1.52     ,0.24     ,3.32    ,-0.50    ,-9.20    ,-2.01     ,1.57    ,-1.22    ,-0.30     ,0.37     ,0.86    ,-0.69     ,0.33    ,-2.76     ,0.05    ,-2.12    ,-3.00    ,-1.75    ,-4.25    ,-3.97    ,-2.56     ,5.62    ,-4.08    ,-1.09    ,-4.78    ,-3.86    ,-5.48    ,-3.37    ,-8.77     ,0.54
201510     ,9.37    ,-4.40    ,13.28     ,7.26    ,-1.11     ,9.26     ,6.47     ,0.78     ,7.24     ,9.45     ,5.91     ,4.40     ,6.20     ,6.27     ,7.10     ,7.45    ,12.32     ,7.23     ,6.44     ,3.98     ,6.62     ,9.23     ,7.72     ,3.18     ,9.89     ,4.78     ,7.29     ,8.14    ,11.50     ,4.30     ,8.17     ,9.34
201511    ,-3.03     ,1.86    ,-1.24    ,-4.85    ,-0.44    ,-2.84    ,-4.48    ,-0.85    ,-3.24     ,5.88    ,-0.13    ,-0.74     ,6.07    ,-1.91     ,0.71    ,-2.39    ,-2.81    ,-4.18    ,-4.57    ,-3.30    ,-1.63    ,-4.32    ,-3.58    ,-5.94    ,-3.75     ,0.46     ,1.83    ,-3.80    ,-4.72     ,2.47    ,-9.12    ,-2.24
201512     ,6.86     ,0.29     ,3.00     ,2.81     ,0.24     ,0.55     ,1.08    ,-2.11     ,3.07     ,0.71     ,2.85    ,-0.28    ,-0.04     ,2.47     ,0.72     ,2.16     ,4.53    ,-0.09     ,1.15     ,1.33     ,4.05    ,-0.37     ,1.14     ,7.40    ,-1.39     ,3.94     ,3.02    ,-2.61     ,1.29     ,3.44     ,1.71     ,0.74
201601   ,-10.11    ,-8.79   ,-12.64   ,-12.60    ,-4.22    ,-9.77   ,-15.09    ,-9.49    ,-6.95   ,-11.50    ,-9.20   ,-11.84    ,-6.02    ,-8.13    ,-9.20    ,-8.95    ,-8.31    ,-9.96   ,-12.10    ,-3.82    ,-7.16    ,-4.08   ,-11.07   ,-21.25    ,-6.55   ,-10.08   ,-10.74   ,-10.85    ,-5.92    ,-4.36    ,-9.87    ,-8.02
201602     ,6.80     ,4.03     ,3.50     ,0.96    ,-9.44     ,1.75     ,1.85     ,1.45     ,3.03    ,-0.68     ,2.48    ,-1.66    ,-1.10     ,1.69     ,0.65    ,-0.34     ,6.55    ,-0.73     ,1.39     ,4.88     ,0.91     ,7.19     ,0.21    ,-0.18     ,5.77    ,-2.74    ,-4.18     ,3.19     ,5.31    ,-1.79     ,2.54     ,2.39
201603     ,8.98    ,15.05     ,8.75     ,8.79     ,1.39    ,10.70     ,5.69     ,4.03     ,8.01     ,8.86     ,9.20     ,8.13     ,8.13    ,10.50     ,8.90     ,8.30     ,7.68     ,8.69     ,9.88     ,2.66    ,12.74     ,6.10    ,12.33    ,15.63    ,11.08    ,12.86    ,12.00    ,10.54    ,12.72    ,11.43    ,12.88    ,10.17
201604     ,6.53     ,1.62     ,6.90    ,-1.95     ,2.47     ,1.87    ,10.32     ,2.16     ,5.00     ,1.93     ,2.59     ,1.03    ,-0.22     ,3.67     ,4.00     ,2.57     ,2.39     ,2.33    ,-2.98     ,0.10     ,2.10     ,0.00     ,0.88    ,-3.60     ,2.06     ,0.44     ,1.99     ,1.88    ,-0.31     ,1.69     ,7.87    ,-0.24
201605    ,-2.57     ,3.49    ,-0.77    ,-0.98    ,-0.83    ,-3.49    ,-2.65    ,-1.67    ,-3.37    ,-1.50    ,-2.68    ,-0.80     ,5.31    ,-2.04    ,-0.82    ,-0.62    ,-4.87    ,-1.30    ,-1.57    ,-0.37    ,-5.18    ,-0.07    ,-1.79    ,-3.08    ,-2.73    ,-1.92    ,-0.61    ,-3.06    ,-2.23    ,-1.79    ,-5.31     ,2.21
201606     ,4.40    ,-7.97     ,3.63    ,-1.27    ,-1.50    ,-2.21    ,-3.04    ,-0.85     ,2.13    ,-0.78     ,0.76     ,0.70     ,2.41    ,-0.19     ,4.66     ,0.25     ,2.84     ,1.08    ,-1.63    ,-2.38    ,-1.33     ,2.96     ,3.15     ,0.09     ,4.46     ,0.54    ,-0.57    ,-0.02    ,-3.02     ,1.22    ,-0.79    ,-0.46
201607     ,1.11     ,8.63     ,7.19     ,3.47     ,5.18     ,5.68    ,-0.49     ,1.01     ,1.80     ,0.39     ,1.12    ,-1.89    ,-2.15     ,5.48     ,3.91     ,3.19     ,2.99     ,8.11     ,2.06     ,5.48     ,2.93     ,3.51    ,11.83     ,7.57     ,8.17     ,7.82     ,6.46     ,6.90     ,4.63     ,7.57     ,8.23     ,9.67
201608    ,-1.45    ,-5.09    ,-7.60    ,-4.67    ,-0.68     ,0.54    ,-1.24    ,-0.63     ,1.69     ,0.72     ,1.56    ,-0.77     ,0.05     ,0.80     ,3.04     ,3.24     ,0.36     ,0.84    ,-2.15     ,2.62    ,-2.26     ,1.13     ,0.04    ,-1.71     ,0.93     ,0.16    ,-2.29     ,4.24    ,-0.03    ,-6.27    ,-0.95    ,-1.68
201609     ,8.31     ,6.63     ,5.34     ,2.03     ,4.60     ,1.71     ,5.67     ,7.35     ,4.27     ,3.66     ,3.28     ,1.13    ,-0.31     ,2.51     ,2.77     ,7.33     ,2.91     ,2.77     ,3.02     ,2.35     ,2.45     ,2.32     ,2.84     ,2.82     ,6.40     ,4.32     ,2.11     ,1.72     ,3.99     ,1.18    ,-0.95     ,2.27
201610     ,0.09     ,0.20    ,-2.11    ,-3.84     ,0.22     ,2.20     ,2.92    ,-2.22    ,-1.48     ,2.50     ,0.09    ,-0.73     ,0.88     ,0.87    ,-2.28     ,0.47    ,-0.50    ,-0.67    ,-1.26    ,-1.74    ,-1.41    ,-1.69    ,-2.08    ,-2.64     ,2.32    ,-4.66     ,0.59    ,-1.93    ,-1.15    ,-5.08    ,-4.91    ,-3.91
201611    ,-3.12    ,-4.70    ,-2.16   ,-11.67    ,-0.94    ,-1.34    ,-1.47     ,0.56     ,1.00     ,0.74    ,-1.60    ,-2.25    ,-3.66    ,-2.11    ,-2.13    ,-1.38     ,0.12    ,-0.52    ,-1.72    ,-0.09     ,2.95    ,-1.84    ,-5.85    ,-2.95     ,0.51    ,-1.90     ,2.87     ,2.18     ,1.45    ,-1.33    ,-4.19     ,2.55
201612    ,-1.48    ,-5.89    ,-1.74    ,-4.78    ,-2.49     ,1.54    ,-2.18    ,-3.95    ,-1.79    ,-0.62     ,0.15    ,-1.59    ,-3.05    ,-0.33    ,-0.36    ,-4.20    ,-1.52    ,-5.82    ,-0.65    ,-3.59    ,-1.91    ,-2.21    ,-2.15    ,-6.36     ,0.36     ,0.38    ,-0.24     ,0.54    ,-6.54    ,-0.89    ,-0.43    ,-4.13
201701     ,8.71     ,5.17     ,7.31     ,4.14    ,10.53     ,6.61     ,6.36     ,1.94     ,5.05     ,3.83     ,3.67    ,-0.36     ,6.69     ,4.91     ,4.95     ,4.28     ,7.17     ,6.52     ,6.64     ,5.26     ,7.28     ,8.48     ,8.06     ,6.27    ,10.04     ,3.36     ,5.45     ,2.19     ,3.78     ,5.45     ,4.73     ,5.47
201702    ,-1.19     ,0.44     ,3.68    ,-2.64     ,0.03     ,1.00    ,-1.77    ,-1.44     ,2.66     ,4.29     ,2.57     ,0.04     ,6.41     ,0.79     ,1.79    ,-2.13     ,3.13     ,3.84     ,3.69     ,1.65     ,0.85     ,1.64     ,5.15     ,3.34    ,-1.67     ,4.37     ,3.37     ,5.30     ,2.00     ,0.34     ,3.33     ,1.22
201703    ,-4.37     ,0.59    ,-1.63    ,-1.76    ,-2.50     ,1.31    ,-1.07    ,-2.07     ,2.42    ,-0.81     ,2.42    ,-1.16    ,-5.20     ,6.97     ,1.48    ,-0.34     ,1.82     ,5.09     ,4.60     ,1.71     ,2.47     ,4.19     ,2.20    ,-2.11     ,0.60     ,3.01     ,3.51     ,2.30     ,3.92     ,2.57     ,4.56     ,5.57
201704    ,-7.17    ,-4.35    ,-5.87    ,-6.87    ,-4.32    ,-1.01    ,-3.96    ,-2.80    ,-2.45    ,-0.87     ,3.19    ,-2.97    ,-1.57     ,0.31    ,-0.54     ,0.08    ,-0.47     ,3.73     ,1.17     ,1.20     ,1.24     ,1.86     ,1.27     ,2.97    ,-1.81    ,-1.94    ,-0.60     ,0.73    ,-0.45    ,-0.99    ,-1.65     ,4.11
201705    ,-6.52    ,-4.71    ,-2.35    ,-1.62     ,2.49    ,-4.49    ,-5.87     ,0.49    ,-2.43     ,1.49    ,-0.75    ,-1.01    ,-2.92     ,0.00     ,1.05    ,-2.02     ,0.07     ,0.57     ,2.37     ,2.18     ,3.24     ,2.46     ,1.76     ,3.50    ,-0.57     ,0.13    ,-3.80    ,-5.22     ,1.77     ,1.13    ,-1.51    ,-0.49
201706    ,-2.30     ,1.79     ,2.86    ,-5.15    ,-0.59    ,-1.32    ,-2.40    ,-8.20     ,1.02     ,0.67     ,1.56    ,-0.47    ,-0.91     ,0.74     ,2.41     ,4.12     ,1.61     ,0.02    ,-3.06    ,-1.40     ,0.67     ,1.06     ,1.32     ,2.13     ,2.22     ,2.22     ,4.65     ,3.74     ,2.07     ,4.02     ,2.73     ,1.89
201707     ,2.66     ,5.24     ,4.56     ,5.42     ,2.22    ,-0.79     ,3.82     ,1.99     ,3.13     ,3.47     ,3.08     ,1.54     ,2.31     ,3.38     ,3.64     ,2.62     ,6.42     ,2.17     ,2.11     ,7.19     ,2.49     ,3.85     ,2.16     ,0.06     ,6.73     ,5.97     ,4.51    ,-0.15     ,1.71    ,-0.16     ,2.05    ,-1.38
201708    ,-0.48     ,0.60    ,-3.81    ,-3.16    ,-1.75    ,-1.61     ,3.20     ,1.15     ,1.15     ,0.63    ,-1.94    ,-1.31     ,9.32    ,-1.85     ,0.26     ,1.70     ,1.33     ,4.09     ,4.15    ,-0.75     ,3.42     ,1.28     ,2.81     ,3.94     ,2.86    ,-1.18    ,-3.81    ,-0.65     ,2.15     ,0.32     ,0.23     ,0.02
201709     ,4.50    ,10.25    ,-2.37     ,4.37     ,4.60     ,3.53     ,3.79     ,2.09     ,1.00     ,3.30     ,1.15     ,0.80    ,-0.12    ,-0.41     ,0.00     ,0.78     ,0.20    ,-2.69     ,4.07     ,2.50     ,3.99    ,-1.38    ,-1.25     ,2.92    ,-1.59    ,-0.28    ,-1.72     ,3.92    ,-2.69     ,4.39    ,-2.50     ,2.73
201710     ,2.18     ,3.98     ,2.83     ,5.35     ,2.68     ,5.00     ,4.33     ,5.68     ,3.20     ,3.79     ,2.02     ,3.68     ,6.44     ,2.66     ,1.92     ,2.69     ,1.73     ,3.25    ,-0.62     ,3.89     ,1.80     ,0.62     ,2.73     ,5.58     ,1.51     ,0.38     ,1.80     ,1.07    ,-0.68    ,-4.02     ,3.28     ,2.77
201711     ,1.33     ,5.25    ,-8.27     ,8.12    ,-0.05     ,0.47    ,-0.77     ,1.85    ,-1.57    ,-2.27    ,-2.16     ,1.01     ,1.75     ,0.08    ,-0.62    ,-0.29    ,-0.99    ,-1.65     ,1.67     ,6.41     ,0.50     ,1.04     ,3.97    ,-1.79    ,-0.86     ,0.47     ,3.23     ,1.76    ,-1.77     ,1.78     ,1.41     ,2.73
201712     ,5.68     ,2.37    ,-3.01     ,6.79     ,5.53     ,4.83     ,3.42     ,5.81    ,-3.38     ,3.80     ,1.95     ,3.61     ,8.76     ,1.97     ,4.75     ,4.12     ,3.23     ,2.64     ,1.16     ,1.86     ,0.86     ,1.41    ,-0.58     ,2.86     ,7.26     ,2.45     ,4.39     ,6.02     ,5.30     ,4.30     ,4.43     ,4.55
201801     ,5.54     ,2.48     ,3.77     ,3.72     ,0.08     ,4.08     ,5.48     ,2.09     ,1.36     ,2.64     ,3.41     ,2.20     ,2.54     ,3.97     ,2.14     ,6.18     ,5.42     ,9.68     ,4.58     ,4.71     ,3.36     ,4.00     ,3.87     ,5.56     ,3.14     ,3.74     ,2.16     ,5.17     ,5.34     ,7.11     ,3.85     ,4.50
201802    ,-3.77    ,-3.29    ,-3.98    ,-6.48    ,-2.08    ,-4.85    ,-6.17    ,-2.91    ,-7.25    ,-3.25    ,-3.23    ,-1.78     ,0.56    ,-1.75    ,-3.87    ,-2.80    ,-4.89    ,-4.69    ,-5.41    ,-5.36    ,-3.86    ,-3.58    ,-1.59    ,-6.88    ,-2.17    ,-3.41    ,-3.58    ,-0.47    ,-1.10    ,-2.56    ,-4.66     ,1.43
201803    ,-3.83     ,2.63    ,-1.77    ,-4.46    ,-1.63    ,-2.03    ,-4.65    ,-1.14    ,-0.20    ,-1.25    ,-1.61    ,-4.25    ,-7.56    ,-0.11     ,0.37    ,-3.51    ,-2.38    ,-3.64    ,-1.05    ,-9.44    ,-1.84    ,-2.72    ,-2.42    ,-4.23    ,-5.77    ,-5.44    ,-2.76     ,0.31    ,-5.89    ,-1.65    ,-3.77    ,-4.39
201804    ,-4.30    ,-4.26     ,7.76    ,-4.07    ,-2.05     ,0.56    ,-2.49    ,-3.14    ,-0.89    ,-1.30    ,-2.64    ,-4.27    ,-7.87    ,-0.62    ,-0.19    ,-2.74     ,2.37     ,3.08     ,0.92     ,0.01     ,4.22     ,2.42     ,4.26     ,2.53     ,4.30     ,1.02     ,1.22     ,0.27     ,3.41     ,3.73    ,-0.04     ,2.79
201805     ,0.16    ,-0.96    ,-5.56     ,0.20     ,1.06     ,2.05     ,3.35     ,2.91    ,-2.30    ,-0.28    ,-0.16    ,-0.69     ,1.72     ,2.32     ,2.40     ,3.89    ,-2.65    ,-1.24     ,1.43    ,-3.78     ,0.67     ,0.09    ,-2.82     ,4.71     ,2.15     ,0.00     ,1.16    ,-0.20     ,6.20     ,3.18    ,-2.38     ,5.08
201806    ,-5.31    ,-7.00    ,-8.42    ,-6.17    ,-2.07    ,-6.17    ,-6.79    ,-8.18    ,-2.21    ,-3.35    ,-3.70    ,-4.19    ,-8.73    ,-2.16    ,-3.24    ,-3.90    ,-2.25    ,-2.94    ,-6.76    ,-2.55    ,-4.64    ,-2.74    ,-4.12     ,2.86    ,-0.88    ,-0.36    ,-1.16    ,-5.38    ,-4.88    ,-6.87    ,-3.05    ,-0.89
201807     ,4.92    ,-1.78    ,-0.95    ,-2.58    ,-3.14    ,-0.22    ,-1.55    ,-4.85     ,0.41    ,-0.81    ,-2.03    ,-0.82    ,-1.02    ,-1.63     ,0.24    ,-4.31    ,-0.86     ,2.42     ,2.03     ,0.63     ,0.99     ,1.37     ,3.05     ,3.41     ,0.14     ,1.87     ,4.27     ,0.45     ,1.08     ,2.02     ,0.56     ,0.34
201808    ,-5.14    ,-6.40    ,-6.73    ,-4.57    ,-2.20    ,-3.65    ,-6.31    ,-1.82    ,-1.83    ,-2.45    ,-3.15    ,-5.26    ,-6.59     ,0.21    ,-2.91    ,-4.60    ,-3.34    ,-2.78    ,-2.43     ,0.39    ,-3.95    ,-3.61    ,-3.26    ,-4.41    ,-2.08    ,-3.93     ,0.16    ,-2.05    ,-3.89     ,1.29    ,-4.95     ,7.74
201809     ,0.47    ,-4.21    ,-6.00    ,-3.56    ,-0.14    ,-1.13    ,-2.23    ,-1.04     ,0.25    ,-1.20    ,-0.64    ,-2.63     ,0.25     ,0.12     ,1.71    ,-3.20     ,1.75    ,-0.57    ,-1.07     ,0.91    ,-2.50    ,-0.20     ,0.59    ,-0.72    ,-1.55    ,-0.10     ,0.54    ,-0.47     ,0.78    ,-0.78     ,0.98    ,-9.15
201810    ,-8.33   ,-10.53    ,-9.58   ,-11.39    ,-4.14    ,-9.28   ,-10.24   ,-13.12    ,-7.08    ,-6.56    ,-6.01   ,-10.44    ,-7.32    ,-8.75    ,-8.12   ,-10.92   ,-11.14    ,-4.84   ,-10.46   ,-12.12    ,-7.57    ,-7.79   ,-10.12   ,-10.68    ,-9.84    ,-9.09   ,-10.15   ,-13.11    ,-7.83    ,-5.31    ,-6.20    ,-7.74
201811    ,-0.34    ,-0.62     ,1.23     ,0.49     ,1.61    ,-1.79    ,-0.16     ,3.19    ,-0.69     ,3.37     ,2.21     ,1.98     ,2.71     ,2.11     ,4.20     ,3.71    ,-0.59     ,3.65     ,5.83     ,4.42     ,4.30     ,5.33     ,5.61     ,8.24     ,3.72     ,2.98     ,0.06     ,8.48     ,2.04     ,2.18     ,0.84     ,0.96
201812    ,-8.13    ,-3.82    ,-9.85    ,-9.70    ,-1.90    ,-4.49    ,-5.62    ,-7.92    ,-4.22    ,-2.32    ,-1.13    ,-6.97    ,-5.03    ,-4.50    ,-4.63    ,-3.64    ,-1.56    ,-3.63    ,-4.04    ,-4.40    ,-3.24    ,-1.29    ,-1.46     ,2.13    ,-5.58    ,-4.60    ,-1.70     ,0.46    ,-0.13    ,-3.24    ,-2.25    ,-2.11
201901     ,4.66    ,-0.11    ,-3.18     ,5.86     ,4.10     ,1.25    ,-0.48     ,0.25     ,1.02     ,4.15     ,2.46    ,-0.51    ,-0.68     ,3.42     ,3.96     ,3.24     ,7.62     ,7.63     ,9.49     ,7.55     ,8.73     ,8.77     ,6.23    ,-0.05     ,6.74     ,2.87     ,4.85     ,7.85     ,9.67     ,3.40    ,11.44    ,12.15
201902    ,-0.17    ,10.28     ,2.13     ,0.41     ,1.47     ,0.69    ,-0.81     ,2.94     ,1.92     ,1.27     ,2.21     ,4.69     ,0.55     ,2.60     ,3.04     ,3.15     ,1.44     ,4.40     ,3.35     ,4.61     ,4.18     ,1.16     ,2.56     ,3.93     ,5.13     ,5.04     ,4.69     ,8.24     ,2.82     ,2.93     ,4.61    ,-0.93
201903     ,1.35    ,-4.48    ,-0.61     ,3.66     ,0.30     ,1.28    ,-1.20    ,-0.67    ,-1.98     ,1.45     ,1.60     ,1.88    ,-0.49     ,1.34     ,2.17     ,0.16     ,0.35     ,3.09     ,3.54     ,3.00    ,-1.13     ,3.20     ,0.97    ,-4.50    ,-0.07    ,-2.78     ,1.82    ,-0.65     ,3.26     ,1.26     ,5.67     ,0.01
201904     ,1.96    ,-3.43    ,-2.59     ,8.65    ,-0.02     ,1.17    ,-2.37     ,1.63     ,3.97     ,2.06     ,1.89    ,-0.29     ,1.83    ,-0.07     ,0.88     ,1.68     ,2.72     ,0.13    ,-1.62     ,1.11     ,1.09     ,0.47     ,2.73     ,4.35     ,2.27     ,2.31     ,1.80     ,2.75     ,2.74    ,-0.05     ,0.56     ,2.16
201905    ,-3.20     ,0.55     ,3.23     ,1.76   ,-13.47    ,-5.35    ,-4.75    ,-8.46    ,-5.31    ,-4.58    ,-4.64    ,-6.02    ,-3.20    ,-3.30    ,-2.13    ,-4.68    ,-2.56    ,-7.54    ,-6.74    ,-5.60    ,-4.71    ,-4.05    ,-6.38    ,-3.05    ,-3.57     ,1.85    ,-4.80    ,-8.16    ,-4.44     ,0.58     ,1.27    ,-3.67
201906     ,1.84    ,-2.80    ,-5.74     ,1.38     ,3.69     ,1.39    ,-0.44    ,-2.71     ,1.77    ,-0.09     ,2.63     ,0.69     ,3.84     ,3.69     ,1.07     ,2.87     ,3.16     ,3.56     ,4.58     ,6.99     ,5.45     ,8.37     ,4.02     ,0.34     ,4.35     ,5.19     ,4.34    ,11.44     ,7.96     ,1.08     ,3.60     ,5.71
201907     ,3.19     ,4.22     ,0.27     ,3.14    ,-0.31    ,-0.55     ,1.09    ,-2.03    ,-2.51    ,-0.32    ,-1.27    ,-2.03    ,-3.98     ,0.16     ,1.31    ,-0.14    ,-3.50    ,-5.16    ,-3.58     ,0.64     ,1.34    ,-2.02    ,-2.50    ,-2.06    ,-1.95     ,0.31    ,-3.19    ,-0.10    ,-3.76     ,1.93     ,1.05     ,4.74
201908    ,-0.44    ,-8.60    ,-9.02    ,-0.63    ,-7.47    ,-6.82    ,-3.56    ,-5.46    ,-5.15    ,-5.75    ,-6.02    ,-2.33    ,-2.09    ,-4.92    ,-5.07    ,-5.10    ,-9.23    ,-9.30    ,-7.60     ,0.58    ,-1.22    ,-9.04    ,-7.90    ,-6.48    ,-4.48    ,-5.28    ,-7.98    ,-3.64   ,-10.93    ,-2.78    ,-5.95    ,-0.48
201909     ,0.01     ,3.47     ,8.46     ,9.69    ,-1.37     ,1.20     ,3.70     ,1.57     ,2.32     ,1.55     ,0.43     ,0.39     ,2.50    ,-0.91     ,3.36     ,5.94     ,1.63    ,-0.77     ,2.00     ,0.65     ,0.17     ,0.85     ,0.14     ,2.04     ,1.70     ,4.01     ,3.83     ,1.39     ,3.13    ,-1.00     ,1.23    ,-2.05
201910     ,0.17    ,-4.49    ,-3.69    ,-0.86    ,-1.53     ,0.29    ,-1.33     ,0.41     ,2.10     ,2.16    ,-0.47    ,-1.90    ,-4.70     ,2.24     ,2.99     ,2.37     ,4.54     ,4.51     ,4.73     ,0.94     ,0.16     ,1.52     ,4.83     ,5.74     ,3.36     ,1.17    ,-1.07     ,3.03     ,1.42     ,2.65     ,7.45     ,6.71
201911    ,-5.20    ,-8.00    ,-0.20    ,-1.49    ,-0.36    ,-2.26    ,-2.13    ,-8.88    ,-2.92    ,-0.14     ,0.41    ,-1.95    ,-3.69     ,0.86    ,-0.54    ,-0.65    ,-1.39    ,-2.02    ,-1.56     ,9.09    ,-0.53    ,-1.97    ,-0.68    ,-0.62     ,1.11    ,-4.48    ,-1.79     ,2.19     ,3.33     ,3.26     ,1.09     ,4.57
201912     ,3.06    ,-3.70    ,-0.16     ,1.16     ,2.73     ,2.39     ,8.90     ,8.17     ,9.37     ,3.21     ,5.19     ,6.80     ,2.02     ,3.89     ,4.93     ,5.41     ,2.72     ,2.23     ,3.87    ,-1.14     ,2.86     ,2.82     ,3.66     ,6.90     ,3.51     ,2.59     ,3.01     ,2.15     ,5.31    ,-2.29     ,6.29     ,3.04
202001    ,-3.14    ,-5.64     ,1.49    ,-1.64    ,-0.68    ,-2.42     ,1.87    ,-0.34    ,-6.02    ,-4.71    ,-4.77    ,-6.10    ,-3.92    ,-4.77    ,-4.69    ,-5.51    ,-5.57    ,-4.27    ,-5.50    ,-1.42    ,-1.36    ,-3.55    ,-4.61    ,-3.34    ,-0.72    ,-3.81    ,-2.32    ,-3.67    ,-5.49     ,2.65    ,-5.58     ,4.19
202002   ,-12.64    ,-9.65   ,-14.98   ,-13.92    ,-9.54    ,-8.32   ,-10.43   ,-12.60    ,-3.34    ,-4.94    ,-5.57    ,-7.90    ,-5.67    ,-7.04   ,-10.15    ,-7.38    ,-5.82    ,-3.15    ,-3.57    ,-8.07    ,-9.55    ,-5.48    ,-3.45    ,-9.82    ,-7.03    ,-6.88    ,-7.14   ,-10.64   ,-13.93    ,-7.92    ,-8.46    ,-4.87
202003   ,-22.17   ,-18.12   ,-27.27   ,-23.23   ,-17.91   ,-14.74   ,-18.72   ,-23.35   ,-15.02   ,-18.12   ,-17.59   ,-20.85   ,-14.51   ,-20.61   ,-23.65   ,-23.46   ,-21.88   ,-11.87   ,-19.70   ,-25.34   ,-20.00   ,-19.78   ,-16.19   ,-20.80   ,-17.61   ,-26.69   ,-26.93   ,-24.13   ,-16.63   ,-13.78   ,-23.89   ,-12.77
202004    ,17.65    ,16.45    ,19.59    ,26.85     ,6.35     ,6.21    ,22.41    ,16.58     ,4.39     ,6.52     ,6.91     ,6.95     ,1.26    ,13.61    ,16.46    ,13.22    ,14.15     ,2.12     ,9.65    ,21.43    ,13.75     ,9.67     ,7.35    ,14.69    ,11.46    ,12.53    ,10.77    ,18.53    ,16.26     ,9.87    ,15.12    ,13.93
202005     ,6.38     ,9.45    ,33.13    ,15.00    ,-0.54     ,1.36     ,9.61     ,7.75    ,-1.48    ,-0.92     ,1.96     ,5.40    ,-1.11     ,4.03     ,8.44     ,3.31    ,-5.48    ,-8.01    ,-9.16     ,8.39     ,5.26    ,-4.99    ,-7.28     ,7.75     ,3.58     ,4.05     ,1.73     ,2.86     ,6.11     ,2.52     ,1.39     ,1.44
202006     ,3.95    ,18.98    ,15.20     ,3.44     ,4.48     ,8.66     ,1.40     ,2.00     ,4.91     ,3.66     ,4.85     ,0.07     ,0.57     ,5.06     ,6.41     ,3.70     ,4.40    ,10.24     ,6.86    ,14.64     ,4.88     ,4.67    ,11.20    ,11.58    ,10.08     ,5.70     ,6.58     ,8.39     ,6.33     ,3.52     ,3.47     ,6.57



  Average Equal Weighted Returns -- Monthly
,SMALL LoOP LoINV,ME1 OP1 INV2,ME1 OP1 INV3,ME1 OP1 HiINV,ME1 OP2 LoINV,ME1 OP2 INV2,ME1 OP2 INV3,ME1 OP2 HiINV,ME1 OP3 LoINV,ME1 OP3 INV2,ME1 OP3 INV3,ME1 OP3 HiINV,ME1 OP4 LoINV,ME1 OP4 INV2,ME1 OP4 INV3,SMALL HiOP HiINV,BIG LoOP LoINV,ME2 OP1 INV2,ME2 OP1 INV3,ME2 OP1 HiINV,ME2 OP2 LoINV,ME2 OP2 INV2,ME2 OP2 INV3,ME2 OP2 HiINV,ME2 OP3 LoINV,ME2 OP3 INV2,ME2 OP3 INV3,ME2 OP3 HiINV,ME2 OP4 LoINV,ME2 OP4 INV2,ME2 OP4 INV3,BIG HiOP HiINV
199007     ,5.37     ,4.41     ,0.49    ,-1.37     ,0.16     ,4.56    ,-2.70     ,5.07     ,0.75    ,11.79     ,2.72     ,2.43     ,4.78     ,3.37     ,1.17    ,-0.62     ,3.77     ,3.08    ,-2.90     ,6.49     ,5.10     ,2.57     ,1.90     ,2.76     ,2.97     ,5.17     ,3.74     ,2.48     ,6.24     ,5.11     ,4.39     ,6.52
199008     ,0.01    ,-0.91    ,-4.01     ,0.81     ,9.74     ,3.71    ,-4.67    ,-3.12    ,-0.86    ,-2.09     ,1.28    ,-1.24    ,-1.70     ,0.45    ,-0.17    ,-0.98   ,-12.35    ,-7.56    ,-4.47    ,-9.29     ,0.03    ,-2.53    ,-7.60    ,-6.97    ,-3.76    ,-6.70    ,-6.87    ,-6.31    ,-5.06    ,-8.14    ,-8.77     ,2.38
199009    ,-6.73     ,2.26   ,-12.32    ,-6.74    ,-4.88    ,-4.04    ,-4.52    ,-7.47    ,-6.20    ,-4.84    ,-4.38    ,-4.56    ,-7.80    ,-1.99    ,-2.00    ,-5.89    ,-7.42    ,-6.27   ,-10.86    ,-6.57    ,-7.65    ,-3.53    ,-7.91    ,-7.84    ,-4.10    ,-9.36    ,-9.58   ,-11.92    ,-3.83    ,-6.37    ,-9.65    ,-4.62
