This file was created by CMPT_ME_PRIOR_RETS_DAILY using the 201509 CRSP database.  It
contains a momentum factor, constructed from six value-weight portfolios formed
19460405,   0.12
19460406,  -0.31
19460408,  -0.24
19460409,  -0.07
19460410,   0.31
19460411,  -0.02
19460412,  -0.06
19460413,   0.20
19460415,  -0.07
19460416,  -0.04
19460417,  -0.16
19460418,  -0.19
19460420,  -0.23
19460422,  -0.08
19460423,   0.42
19460424,   0.02
19460425,   0.44
19460426,   0.17
19460427,  -0.12
19460429,   0.10
19460430,   0.15
19460501,   0.08
19460502,  -0.17
19460503,   0.14
19460504,   0.10
19460506,   0.34
19460507,   0.96
19460508,  -0.15
19460509,  -0.49
19460510,   0.74
19460511,   0.53
19460513,   0.47
19460514,  -0.29
19460515,   0.04
19460516,   0.53
19460517,  -0.20
19460518,   0.29
19460520,  -0.04
19460521,   0.16
19460522,  -0.35
19460523,   0.17
19460524,  -0.03
19460527,   0.03
19460528,  -0.20
19460529,   0.40
19460531,  -0.14
19460603,   0.61
19460604,   0.43
19460605,   0.42
19460606,   0.06
19460607,  -0.09
19460610,  -0.08
19460611,   0.15
19460612,  -0.06
19460613,  -0.06
19460614,   0.47
19460617,  -0.05
19460618,   0.42
19460619,   0.00
19460620,   0.56
19460621,   0.96
19460624,   0.51
19460625,   0.19
19460626,  -0.37
19460627,   1.75
19460628,   0.39
19460701,   0.99
19460702,   0.17
19460703,   0.00
19460705,  -0.10
19460708,  -0.07
19460709,   0.24
19460710,  -0.24
19460711,   0.09
19460712,  -0.37
19460715,  -0.76
19460716,   0.81
19460717,   0.89
19460718,   0.52
19460719,   0.21
19460722,  -0.21
19460723,  -0.71
19460724,   1.23
19460725,   1.21
19460726,   0.43
19460729,   0.41
19460730,   0.47
19460731,   1.20
19460801,   0.77
19460802,   0.08
19460805,  -0.11
19460806,  -0.17
19460807,   0.95
19460808,   0.64
19460809,   0.23
19460812,   0.26
19460813,   0.46
19460814,   0.23
19460815,   0.22
19460816,  -0.01
19460819,   0.24
19460820,   0.17
19460821,   0.49
19460822,   0.43
19460823,   0.67
19460826,   0.43
19460827,  -0.57
19460828,   1.42
19460829,   1.39
19460830,   0.75
19460903,  -4.48
19460904,   4.90
19460905,   4.24
19460906,  -0.41
19460909,  -2.89
19460910,   1.01
19460911,   3.85
19460912,   0.36
19460913,   1.26
19460916,   0.87
19460917,  -0.21
19460918,  -2.04
19460919,  -1.73
19460920,   4.04
19460923,  -1.60
19460924,   3.90
19460925,   1.90
19460926,   1.14
19460927,  -0.02
19460930,  -0.63
19461001,   0.63
19461002,  -0.01
19461003,  -0.34
19461004,  -0.58
19461005,  -0.31
19461007,   0.17
19461008,  -0.10
19461009,  -1.25
19461010,   2.77
19461011,   1.90
19461014,   1.06
19461015,   2.96
19461016,   1.21
19461017,   1.09
19461018,  -0.14
19461019,   0.31
19461021,   0.46
19461022,  -0.13
19461023,   0.14
19461024,   0.72
19461025,   0.33
19461026,   0.11
19461028,   0.47
19461029,   0.36
19461030,   1.09
19461031,   1.74
19461101,   1.06
19461102,   0.16
19461104,   0.41
19461106,   3.01
19461107,   1.13
19461108,  -0.11
19461109,   0.73
19461112,   0.81
19461113,   0.25
19461114,   0.39
19461115,   0.51
19461116,   0.02
19461118,   0.22
19461119,   0.15
19461120,   0.03
19461121,   0.30
19461122,   0.31
19461123,   0.83
19461125,   0.11
19461126,   0.67
19461127,   0.65
19461129,   0.72
19461130,   0.26
19461202,  -0.42
19461203,   0.04
19461204,   1.38
19461205,   0.23
19461206,   0.87
19461207,   0.41
19461209,   1.75
19461210,   0.63
19461211,   0.47
19461212,   0.53
19461213,   0.30
19461214,  -0.10
19461216,   0.43
19461217,   0.65
19461218,  -0.20
19461219,  -0.16
19461220,   0.31
19461221,   0.39
19461223,   0.44
19461224,   0.41
19461226,   0.13
19461227,   0.67
19461228,   0.12
19461230,  -0.10
19461231,  -0.04
19470102,   1.34
19470103,   0.86
19470104,   0.60
19470106,   0.48
19470107,   0.35
19470108,   0.64
19470109,  -0.02
19470110,   0.03
19470111,  -0.23
19470113,   0.18
19470114,   0.45
19470115,  -0.08
19470116,   0.53
19470117,   1.50
19470118,   1.15
19470120,  -0.33
19470121,   0.02
19470122,   0.31
19470123,   0.49
19470124,   0.45
19470125,   0.10
19470127,  -0.18
19470128,   0.49
19470129,   0.63
19470130,   0.46
19470131,   0.36
19470201,  -0.24
19470203,   0.25
19470204,  -0.15
19470205,   0.03
19470206,   0.54
19470207,  -1.34
19470208,   0.10
19470210,   1.08
19470211,  -0.61
19470213,   1.29
19470214,   0.18
19470215,   0.10
19470217,  -0.06
19470218,   0.59
19470219,   0.88
19470220,   0.16
19470221,  -0.06
19470224,   0.77
19470225,   0.70
19470226,   0.36
19470227,   0.67
19470228,   0.18
19470301,   0.15
19470303,   0.27
19470304,   0.19
19470305,   0.37
19470306,   0.38
19470307,  -0.15
19470308,   0.20
19470310,  -0.15
19470311,  -0.47
19470312,   1.36
19470313,   0.02
19470314,  -0.23
19470315,   0.18
19470317,   0.61
19470318,   0.93
19470319,   1.14
19470320,  -0.07
19470321,   0.43
19470322,   0.47
19470324,  -0.13
19470325,  -0.08
19470326,   0.83
19470327,   0.99
19470328,   0.45
19470329,   0.17
19470331,  -0.15
19470401,   0.03
19470402,   0.35
19470403,  -0.18
19470405,   0.20
19470407,   0.13
19470408,   0.40
19470409,   0.31
19470410,   0.42
19470411,  -0.11
19470412,  -0.31
19470414,  -1.88
19470415,   1.50
19470416,   1.50
19470417,   0.61
19470418,  -1.06
19470419,   1.84
19470421,   1.39
19470422,   1.08
19470423,   0.03
19470424,  -0.11
19470425,  -0.36
19470426,   0.33
19470428,   0.16
19470429,   0.12
19470430,   1.37
19470501,   0.88
19470502,   0.38
19470503,   0.04
19470505,  -0.09
19470506,   0.04
19470507,  -0.07
19470508,   0.16
19470509,  -0.03
19470510,   0.41
19470512,  -0.11
19470513,   0.11
19470514,   0.25
19470515,   0.64
19470516,  -1.56
19470517,  -1.31
19470519,   1.25
19470520,   1.53
19470521,   1.39
19470522,   1.85
19470523,   0.92
19470524,   0.51
19470526,  -0.48
19470527,   0.03
19470528,   2.74
19470529,   1.10
19470602,  -0.43
19470603,   0.44
19470604,   0.23
19470605,   0.21
19470606,   0.44
19470609,   0.03
19470610,  -0.21
19470611,   0.06
19470612,   0.62
19470613,  -0.15
19470616,   0.08
19470617,   0.17
19470618,  -0.42
19470619,  -0.29
19470620,   0.69
19470623,   0.09
19470624,   1.62
19470625,   0.80
19470626,  -0.04
19470627,  -0.02
19470630,  -0.19
19470701,  -0.27
19470702,   0.56
19470703,  -0.08
19470707,   0.39
19470708,   0.29
19470709,   0.87
19470710,  -0.03
19470711,  -0.29
19470714,  -0.10
19470715,   0.65
19470716,   0.68
19470717,   0.59
19470718,   0.35
19470721,  -0.02
19470722,   0.33
19470723,  -0.29
19470724,  -0.41
19470725,   0.35
19470728,   1.10
19470729,   2.00
19470730,   0.53
19470731,   0.26
19470801,   0.28
19470804,   0.41
19470805,   0.07
19470806,   0.44
19470807,   0.17
19470808,  -0.19
19470811,   0.30
19470812,   1.05
19470813,   0.17
19470814,   0.66
19470815,   0.44
19470818,   0.17
19470819,   0.39
19470820,   0.25
19470821,   0.40
19470822,   0.00
19470825,  -0.38
19470826,   0.56
19470827,   0.28
19470828,   0.20
19470829,   0.51
19470902,   0.38
19470903,   0.03
19470904,   0.33
19470905,   0.06
19470908,  -0.06
19470909,   0.09
19470910,   0.57
19470911,   0.54
19470912,   0.16
19470915,   0.15
19470916,   0.74
19470917,   1.05
19470918,   0.32
19470919,  -0.02
19470922,   0.32
19470923,   0.45
19470924,   0.14
19470925,   0.60
19470926,  -0.14
19470929,   0.12
19470930,   0.20
19471001,   0.18
19471002,   0.19
19471003,  -0.16
19471004,   0.26
19471006,   0.30
19471007,   0.06
19471008,   0.75
19471009,  -0.25
19471010,  -0.02
19471011,  -0.11
19471014,  -0.75
19471015,   1.02
19471016,   0.51
19471017,   0.63
19471018,   0.08
19471020,  -0.22
19471021,   0.61
19471022,   0.44
19471023,   0.14
19471024,   1.24
19471025,   0.23
19471027,   0.39
19471028,   0.29
19471029,   0.07
19471030,   0.86
19471031,   0.22
19471101,   0.02
19471103,   0.26
19471105,   0.17
19471106,   0.18
19471107,   0.10
19471108,   0.15
19471110,   0.11
19471112,  -0.09
19471113,  -0.09
19471114,   0.68
19471115,   0.12
19471117,   0.29
19471118,   1.12
19471119,   0.74
19471120,  -0.28
19471121,   0.04
19471122,   0.27
19471124,  -0.21
19471125,   0.08
19471126,  -0.06
19471128,   0.00
19471129,   0.75
19471201,   0.12
19471202,   0.27
19471203,   0.28
19471204,   0.27
19471205,   0.56
19471206,   0.87
19471208,   0.67
19471209,   0.00
19471210,   0.40
19471211,   0.01
19471212,   0.06
19471213,   0.30
19471215,   0.54
19471216,   0.61
19471217,  -0.38
19471218,   0.31
19471219,   0.03
19471220,  -0.37
19471222,   0.61
19471223,  -0.29
19471224,   0.21
19471226,   0.48
19471227,   0.37
19471229,   0.80
19471230,  -0.05
19471231,   0.70
19480102,   0.43
19480105,   1.68
19480106,   0.52
19480107,   0.08
19480108,   0.00
19480109,   0.56
19480110,   0.24
19480112,   0.12
19480113,   0.66
19480114,   0.24
19480115,   0.07
19480116,   0.04
19480117,   0.17
19480119,  -0.09
19480120,   0.23
19480121,  -0.34
19480122,  -0.36
19480123,   0.31
19480124,   0.37
19480126,   0.13
19480127,   0.50
19480128,   1.10
19480129,   0.85
19480130,   0.62
19480131,   0.11
19480202,   0.04
19480203,   0.20
19480204,  -0.16
19480205,   0.25
19480206,   0.60
19480207,   0.55
19480209,   0.47
19480210,  -0.86
19480211,   0.92
19480213,   0.64
19480214,   0.45
19480216,   1.35
19480217,   0.55
19480218,   0.18
19480219,   0.28
19480220,   0.20
19480221,   0.45
19480224,   0.45
19480225,   0.78
19480226,  -0.18
19480227,  -0.09
19480228,   0.84
19480301,   0.55
19480302,   0.20
19480303,   0.28
19480304,   0.59
19480305,   0.49
19480306,   0.25
19480308,   0.91
19480309,   0.56
19480310,  -0.16
19480311,   0.08
19480312,   0.28
19480313,   0.33
19480315,   0.42
19480316,   1.36
19480317,  -0.01
19480318,   0.08
19480319,   0.01
19480320,   0.14
19480322,   1.33
19480323,   0.46
19480324,   0.54
19480325,   0.07
19480327,   0.26
19480329,   0.32
19480330,  -0.21
19480331,  -0.58
19480401,   0.48
19480402,   0.33
19480403,   0.32
19480405,   0.09
19480406,   0.00
19480407,   0.35
19480408,  -0.04
19480409,   0.22
19480410,   0.26
19480412,   0.51
19480413,   0.22
19480414,   0.10
19480415,   0.13
19480416,   0.26
19480417,   0.58
19480419,  -0.65
19480420,   0.20
19480421,  -0.28
19480422,  -0.23
19480423,  -0.03
19480424,   0.40
19480426,   1.28
19480427,  -0.15
19480428,  -0.25
19480429,   0.02
19480430,   0.13
19480501,  -0.04
19480503,   0.00
19480504,   0.19
19480505,   0.53
19480506,  -0.50
19480507,   0.00
19480508,  -0.04
19480510,   0.12
19480511,   0.50
19480512,   0.43
19480513,  -0.01
19480514,   0.23
19480515,   0.80
19480517,   0.65
19480518,   1.13
19480519,  -0.08
19480520,  -0.04
19480521,   0.09
19480522,   0.38
19480524,   0.74
19480525,   0.94
19480526,  -0.82
19480527,   0.46
19480528,   0.59
19480601,   0.53
19480602,   0.18
19480603,   0.42
19480604,   0.64
19480607,   0.59
19480608,   0.12
19480609,   0.19
19480610,   0.11
19480611,  -0.31
19480614,  -0.28
19480615,  -0.26
19480616,  -0.07
19480617,  -0.18
19480618,   0.26
19480621,   0.50
19480622,   0.49
19480623,   0.79
19480624,   0.72
19480625,   0.34
19480628,   0.54
19480629,   0.10
19480630,   0.25
19480701,   0.23
19480702,  -0.22
19480706,   0.25
19480707,   0.53
19480708,  -0.28
19480709,   0.17
19480712,   0.35
19480713,   0.18
19480714,  -0.17
19480715,   0.96
19480716,   0.11
19480719,  -0.33
19480720,   1.62
19480721,   0.90
19480722,   0.87
19480723,   0.17
19480726,  -0.03
19480727,   0.80
19480728,   0.44
19480729,  -0.06
19480730,  -0.14
19480802,  -0.25
19480803,   0.64
19480804,   0.86
19480805,   0.22
19480806,   0.23
19480809,  -0.13
19480810,  -0.40
19480811,   0.26
19480812,   0.66
19480813,   0.22
19480816,   0.39
19480817,   0.70
19480818,   0.33
19480819,   0.28
19480820,   0.41
19480823,   0.34
19480824,   0.23
19480825,   0.31
19480826,   0.25
19480827,   0.18
19480830,   0.41
19480831,   0.14
19480901,   0.71
19480902,   0.44
19480903,   0.19
19480907,  -0.03
19480908,   0.80
19480909,   0.42
19480910,   0.53
19480913,   0.31
19480914,   0.60
19480915,   0.35
19480916,   0.21
19480917,  -0.19
19480920,  -0.34
19480921,   1.01
19480922,   0.92
19480923,   0.08
19480924,   0.36
19480927,  -0.64
19480928,   1.54
19480929,   0.93
19480930,   0.16
19481001,   1.15
19481002,   0.77
19481004,   0.27
19481005,  -0.30
19481006,   0.48
19481007,   0.27
19481008,   0.26
19481009,   0.25
19481011,   0.09
19481013,   0.51
19481014,   0.29
19481015,   0.15
19481016,  -0.11
19481018,   0.60
19481019,   0.08
19481020,   0.08
19481021,   0.17
19481022,  -0.78
19481023,   0.25
19481025,   0.99
19481026,   0.44
19481027,   0.69
19481028,   1.12
19481029,   0.23
19481030,   0.24
19481101,   0.26
19481103,   1.95
19481104,   1.25
19481105,   0.11
19481106,   1.34
19481108,   0.96
19481109,  -1.67
19481110,   0.97
19481112,   0.47
19481113,   0.34
19481115,   1.27
19481116,   0.18
19481117,  -0.05
19481118,   0.13
19481119,   0.45
19481120,   0.26
19481122,  -0.64
19481123,  -0.11
19481124,  -0.78
19481126,   0.72
19481127,   0.25
19481129,  -0.44
19481130,   0.25
19481201,   2.04
19481202,   0.34
19481203,   0.60
19481204,   0.61
19481206,   0.23
19481207,  -0.21
19481208,   0.15
19481209,   0.67
19481210,   0.06
19481211,  -0.03
19481213,   0.38
19481214,   0.44
19481215,   0.30
19481216,   0.27
19481217,   0.14
19481218,   0.33
19481220,   0.03
19481221,   0.59
19481222,   0.25
19481223,   0.47
19481224,   0.36
19481227,   0.00
19481228,   0.52
19481229,   0.61
19481230,   0.28
19481231,   0.24
19490103,   1.09
19490104,   1.01
19490105,   1.09
19490106,   1.13
19490107,   0.62
19490108,   0.22
19490110,   0.37
19490111,   0.13
19490112,   0.31
19490113,   0.12
19490114,   0.20
19490115,   0.48
19490117,   0.63
19490118,  -0.07
19490119,   0.45
19490120,   0.42
19490121,  -0.30
19490122,   0.35
19490124,   0.05
19490125,   0.40
19490126,   0.39
19490127,  -0.04
19490128,   0.40
19490129,   0.51
19490131,   0.04
19490201,   0.18
19490202,   0.00
19490203,  -0.26
19490204,  -0.42
19490205,  -0.36
19490207,  -0.01
19490208,   0.68
19490209,   0.46
19490210,  -0.78
19490211,   0.39
19490214,   0.75
19490215,   0.45
19490216,   1.08
19490217,   0.54
19490218,  -0.08
19490219,   0.04
19490221,  -0.16
19490223,  -0.51
19490224,  -0.30
19490225,  -0.18
19490226,   0.75
19490228,   0.94
19490301,   0.76
19490302,   0.11
19490303,   0.02
19490304,   0.03
19490305,   0.01
19490307,   0.20
19490308,   0.10
19490309,   0.63
19490310,   0.13
19490311,   0.16
19490312,   0.24
19490314,   0.50
19490315,   0.72
19490316,   0.26
19490317,   0.07
19490318,   0.43
19490319,   0.15
19490321,   0.19
19490322,   1.09
19490323,   0.22
19490324,   0.38
19490325,   0.60
19490326,   0.14
19490328,  -0.07
19490329,   0.30
19490330,   0.53
19490331,   0.61
19490401,   0.48
19490402,   0.02
19490404,   0.22
19490405,  -0.21
19490406,   0.40
19490407,   0.39
19490408,  -0.04
19490409,  -0.05
19490411,   0.07
19490412,   0.02
19490413,   0.01
19490414,  -0.01
19490416,  -0.11
19490418,   0.05
19490419,   0.00
19490420,   0.25
19490421,   0.82
19490422,  -0.09
19490423,   0.67
19490425,   0.02
19490426,   0.30
19490427,   0.18
19490428,  -0.07
19490429,   0.07
19490430,   0.31
19490502,  -0.03
19490503,   0.06
19490504,   0.40
19490505,   0.40
19490506,  -0.01
19490507,   0.18
19490509,  -0.22
19490510,  -0.26
19490511,   0.05
19490512,   0.00
19490513,   0.28
19490514,   0.43
19490516,  -0.15
19490517,   0.22
19490518,   0.08
19490519,   0.16
19490520,   0.14
19490521,   0.37
19490523,  -0.12
19490524,  -0.10
19490525,   0.47
19490526,  -0.11
19490527,  -0.12
19490531,  -0.90
19490601,   0.76
19490602,   0.20
19490603,  -0.15
19490606,  -1.17
19490607,   1.09
19490608,   0.96
19490609,  -0.22
19490610,  -0.73
19490613,  -2.47
19490614,   1.35
19490615,   2.44
19490616,   0.27
19490617,   0.01
19490620,   1.54
19490621,   0.56
19490622,   0.09
19490623,   0.71
19490624,   0.35
19490627,  -0.07
19490628,  -0.32
19490629,   0.43
19490630,   0.29
19490701,   0.61
19490705,   0.37
19490706,   0.42
19490707,   0.14
19490708,   0.00
19490711,   0.06
19490712,   0.14
19490713,  -0.13
19490714,   0.36
19490715,   0.49
19490718,   0.17
19490719,  -0.02
19490720,   0.41
19490721,   0.38
19490722,   0.40
19490725,  -0.06
19490726,  -0.20
19490727,   0.13
19490728,   0.61
19490729,   0.44
19490801,   0.05
19490802,   0.15
19490803,   0.25
19490804,   0.27
19490805,   0.24
19490808,  -0.02
19490809,   0.48
19490810,   0.19
19490811,   0.70
19490812,   0.36
19490815,   0.17
19490816,   0.31
19490817,   0.01
19490818,   0.38
19490819,   0.44
19490822,   0.49
19490823,   0.69
19490824,   0.26
19490825,   0.03
19490826,   0.21
19490829,   0.20
19490830,   0.38
19490831,   0.25
19490901,  -0.01
19490902,   0.46
19490906,   0.01
19490907,   0.56
19490908,   0.11
19490909,   0.02
19490912,   0.34
19490913,   1.06
19490914,   0.44
19490915,   0.29
19490916,   0.26
19490919,   0.06
19490920,   0.97
19490921,   0.29
19490922,   0.06
19490923,   0.14
19490926,   0.42
19490927,   0.77
19490928,  -0.26
19490929,   0.81
19490930,   0.53
19491001,   0.63
19491003,   0.06
19491004,  -0.19
19491005,   0.19
19491006,   0.07
19491007,   0.42
19491008,   0.09
19491010,   0.19
19491011,  -0.07
19491013,   0.84
19491014,   0.41
19491015,   0.11
19491017,   1.10
19491018,  -0.47
19491019,   0.06
19491020,   0.74
19491021,   0.02
19491022,   0.16
19491024,   0.17
19491025,  -0.15
19491026,  -0.15
19491027,   0.40
19491028,   0.56
19491029,   0.43
19491031,   0.49
19491101,  -0.01
19491102,  -0.18
19491103,   0.19
19491104,   0.29
19491105,   0.16
19491107,   0.25
19491109,   0.09
19491110,   0.00
19491112,   0.34
19491114,   0.19
19491115,   0.22
19491116,   0.04
19491117,  -0.09
19491118,   0.30
19491119,   0.37
19491121,   0.26
19491122,  -0.23
19491123,   0.16
19491125,  -0.18
19491126,   0.11
19491128,  -0.26
19491129,   0.37
19491130,   0.40
19491201,   0.08
19491202,   0.70
19491203,   0.51
19491205,   0.23
19491206,   0.14
19491207,   0.04
19491208,  -0.20
19491209,   0.42
19491210,   0.10
19491212,  -0.26
19491213,   0.46
19491214,   0.17
19491215,   0.70
19491216,   0.23
19491217,   0.20
19491219,   0.53
19491220,   0.76
19491221,   0.21
19491222,  -0.13
19491223,   0.12
19491227,   0.68
19491228,   0.16
19491229,   0.26
19491230,  -0.23
19491231,   0.46
19500103,   0.72
19500104,  -0.14
19500105,   0.81
19500106,  -0.33
19500107,  -0.34
19500109,  -0.47
19500110,   0.32
19500111,  -0.07
19500112,   2.49
19500113,   0.09
19500114,   0.08
19500116,   0.18
19500117,   0.16
19500118,   0.32
19500119,   0.20
19500120,   0.13
19500121,   0.28
19500123,   0.18
19500124,   0.22
19500125,   0.48
19500126,   0.12
19500127,  -0.15
19500128,  -0.07
19500130,   0.25
19500131,   0.44
19500201,   0.20
19500202,  -0.05
19500203,   0.48
19500204,   0.06
19500206,   0.14
19500207,  -0.08
19500208,   0.29
19500209,  -0.13
19500210,   0.10
19500211,   0.02
19500214,  -0.10
19500215,   0.08
19500216,   0.52
19500217,   0.51
19500218,   0.31
19500220,   0.27
19500221,   0.46
19500223,  -0.10
19500224,   0.28
19500225,  -0.02
19500227,   0.22
19500228,   0.57
19500301,   0.33
19500302,   0.26
19500303,  -0.09
19500304,   0.27
19500306,   0.38
19500307,   0.78
19500308,   0.35
19500309,   0.38
19500310,   0.20
19500311,   0.12
19500313,   0.22
19500314,   0.21
19500315,   0.30
19500316,   0.18
19500317,  -0.15
19500318,   0.08
19500320,   0.05
19500321,  -0.21
19500322,  -0.11
19500323,  -0.07
19500324,   0.10
19500325,  -0.01
19500327,   0.06
19500328,  -0.02
19500329,   0.32
19500330,   0.08
19500331,   0.36
19500401,   0.44
19500403,  -0.20
19500404,   0.54
19500405,  -0.17
19500406,  -0.21
19500408,  -0.04
19500410,   0.37
19500411,   0.35
19500412,  -0.09
19500413,   0.18
19500414,  -0.21
19500415,   0.05
19500417,  -0.14
19500418,   0.03
19500419,  -0.18
19500420,   0.85
19500421,  -0.19
19500422,  -0.05
19500424,   0.10
19500425,   0.42
19500426,   0.46
19500427,  -0.65
19500428,  -0.31
19500429,  -0.23
19500501,  -0.02
19500502,   1.09
19500503,  -0.52
19500504,   1.16
19500505,  -0.19
19500506,  -0.19
19500508,   0.20
19500509,  -0.35
19500510,   0.47
19500511,  -0.23
19500512,   0.52
19500513,   0.24
19500515,   0.20
19500516,   0.14
19500517,  -0.14
19500518,  -0.11
19500519,  -0.43
19500520,  -0.03
19500522,   0.48
19500523,   0.03
19500524,   0.01
19500525,   0.37
19500526,   0.03
19500527,   0.15
19500529,   0.16
19500531,   0.13
19500601,   0.13
19500602,  -0.02
19500605,   0.26
19500606,  -0.22
19500607,   0.30
19500608,  -0.04
19500609,  -0.22
19500612,  -0.17
19500613,   0.39
19500614,   0.51
19500615,   0.47
19500616,   0.15
19500619,   0.38
19500620,   0.24
19500621,   0.68
19500622,   0.23
19500623,   0.37
19500626,   1.25
19500627,   1.00
19500628,   2.28
19500629,  -0.40
19500630,   1.53
19500703,   0.17
19500705,   0.20
19500706,   0.71
19500707,  -0.58
19500710,  -1.30
19500711,  -2.10
19500712,  -1.05
19500713,   0.47
19500714,   1.66
19500717,  -0.88
19500718,   1.63
19500719,   0.22
19500720,  -0.41
19500721,  -0.76
19500724,  -1.46
19500725,  -1.99
19500726,  -0.69
19500727,   0.22
19500728,   1.84
19500731,   0.39
19500801,   0.50
19500802,   0.84
19500803,  -0.13
19500804,   0.55
19500807,   0.39
19500808,   0.97
19500809,  -0.11
19500810,   0.41
19500811,   1.05
19500814,   0.07
19500815,  -0.01
19500816,  -0.06
19500817,  -0.28
19500818,   0.21
19500821,   0.45
19500822,   0.34
19500823,  -0.12
19500824,   0.14
19500825,   0.72
19500828,   0.14
19500829,  -0.14
19500830,   0.25
19500831,   0.21
19500901,  -0.14
19500905,   0.01
19500906,   0.51
19500907,   0.30
19500908,   0.38
19500911,   0.25
19500912,   0.04
19500913,   0.11
19500914,   0.31
19500915,   0.75
19500918,   0.30
19500919,   0.19
19500920,   0.22
19500921,  -0.10
19500922,   0.05
19500925,  -0.35
19500926,   0.93
19500927,  -0.08
19500928,   0.27
19500929,   0.10
19501002,  -0.47
19501003,   0.58
19501004,  -0.72
19501005,   0.36
19501006,  -0.28
19501007,   0.12
19501009,   0.84
19501010,   0.40
19501011,   0.09
19501013,   0.53
19501014,   0.78
19501016,   0.15
19501017,  -0.34
19501018,   0.34
19501019,   0.26
19501020,   0.37
19501021,  -0.05
19501023,   0.28
19501024,   0.17
19501025,   0.24
19501026,   1.54
19501027,   0.26
19501028,   0.13
19501030,   0.10
19501031,   0.01
19501101,   0.42
19501102,   0.30
19501103,   0.22
19501104,   0.14
19501106,  -0.20
19501108,   0.97
19501109,   0.75
19501110,  -0.23
19501113,   0.23
19501114,   0.27
19501115,   0.25
19501116,   0.02
19501117,   0.37
19501118,   0.28
19501120,   0.00
19501121,  -0.41
19501122,  -0.51
19501124,   0.37
19501125,   0.46
19501127,   0.20
19501128,   1.93
19501129,   0.04
19501130,  -0.23
19501201,  -0.57
19501202,   0.37
19501204,   1.68
19501205,  -0.55
19501206,   0.29
19501207,   0.00
19501208,  -1.34
19501209,  -0.37
19501211,   0.07
19501212,   0.27
19501213,  -0.26
19501214,   0.02
19501215,  -1.00
19501216,  -1.00
19501218,  -0.28
19501219,   0.09
19501220,   0.38
19501221,   0.85
19501222,   0.43
19501226,   0.66
19501227,  -0.77
19501228,   0.12
19501229,   0.40
19501230,   0.11
19510102,  -0.45
19510103,   1.23
19510104,  -0.41
19510105,   0.94
19510106,   0.42
19510108,   0.00
19510109,   0.07
19510110,   2.00
19510111,  -1.54
19510112,   0.68
19510113,  -0.02
19510115,  -0.33
19510116,   0.11
19510117,   0.12
19510118,   0.58
19510119,   0.44
19510120,   0.27
19510122,   1.02
19510123,   0.14
19510124,  -0.24
19510125,   0.11
19510126,  -0.08
19510127,   0.08
19510129,  -0.09
19510130,   0.56
19510131,   0.60
19510201,  -0.01
19510202,  -0.21
19510203,   0.04
19510205,   0.20
19510206,   0.62
19510207,   0.35
19510208,  -0.16
19510209,   0.04
19510210,   0.10
19510213,   0.37
19510214,   0.29
19510215,   0.56
19510216,   0.07
19510217,   0.02
19510219,   0.67
19510220,   0.37
19510221,   0.09
19510223,  -0.02
19510224,   0.11
19510226,   0.09
19510227,   0.01
19510228,   0.37
19510301,   0.40
19510302,   0.23
19510303,   0.03
19510305,   0.20
19510306,   0.18
19510307,   0.24
19510308,   0.13
19510309,  -0.10
19510310,   0.10
19510312,  -0.12
19510313,  -0.28
19510314,   0.10
19510315,   0.19
19510316,   1.11
19510317,   0.45
19510319,  -0.40
19510320,  -0.02
19510321,   0.57
19510322,  -0.09
19510324,   0.12
19510326,   0.29
19510327,   0.10
19510328,  -0.60
19510329,   0.17
19510330,   0.65
19510331,   0.30
19510402,  -0.34
19510403,   0.00
19510404,   0.92
19510405,   1.41
19510406,   0.12
19510407,   0.23
19510409,   0.21
19510410,  -0.07
19510411,  -0.12
19510412,   0.61
19510413,  -0.25
19510414,   0.11
19510416,   0.64
19510417,   0.08
19510418,  -0.15
19510419,   0.48
19510420,   0.41
19510421,   0.29
19510423,   0.20
19510424,   0.30
19510425,  -0.02
19510426,  -0.45
19510427,  -0.78
19510428,  -0.14
19510430,   0.00
19510501,  -0.10
19510502,   0.23
19510503,  -0.05
19510504,   0.26
19510505,   0.25
19510507,   0.36
19510508,   0.02
19510509,   0.36
19510510,  -0.08
19510511,   0.29
19510512,   0.22
19510514,   0.31
19510515,   0.75
19510516,   0.51
19510517,  -0.09
19510518,   0.66
19510519,   0.56
19510521,  -0.15
19510522,   0.06
19510523,  -0.21
19510524,   0.24
19510525,   0.32
19510526,   0.25
19510528,   0.44
19510529,   0.83
19510531,   0.53
19510601,   0.08
19510604,  -0.70
19510605,   0.30
19510606,   0.92
19510607,   0.44
19510608,   0.01
19510611,  -0.08
19510612,  -0.05
19510613,  -0.08
19510614,   0.02
19510615,   0.09
19510618,   0.21
19510619,   0.05
19510620,   0.35
19510621,   0.18
19510622,   0.48
19510625,   0.16
19510626,   0.03
19510627,  -0.11
19510628,   0.25
19510629,  -0.26
19510702,   0.69
19510703,   1.29
19510705,   1.12
19510706,   0.65
19510709,  -0.14
19510710,  -0.09
19510711,   0.58
19510712,   0.20
19510713,   0.46
19510716,  -0.14
19510717,   0.58
19510718,   0.40
19510719,   0.32
19510720,   0.00
19510723,   0.82
19510724,   0.58
19510725,   0.81
19510726,  -0.43
19510727,   0.00
19510730,  -0.15
19510731,   0.64
19510801,  -0.62
19510802,   0.21
19510803,   0.29
19510806,  -0.09
19510807,   0.51
