This file was created by CMPT_IND_RETS using the 201507 CRSP database.
It contains value- and equal-weighted returns for 10 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
        NoDur  Durbl  Manuf  Enrgy  HiTec  Telcm  Shops  Hlth   Utils  Other
197205    208.64    505.02    291.50    790.28    428.71   1300.38    225.14    865.66    330.16    197.93
197206    208.90    495.92    297.04    811.56    445.53   1301.98    228.77    895.43    327.35    197.44
197207    199.47    467.49    288.15    773.38    428.41   1286.14    211.38    794.18    329.59    188.02
197208    196.36    460.91    289.42    763.92    432.45   1295.62    206.67    818.40    328.43    183.09
197209    195.64    475.75    295.39    852.66    443.54   1347.38    205.96    825.26    345.82    189.19
197210    190.69    473.34    292.05    850.40    438.15   1401.27    205.41    821.35    344.98    185.84
197211    190.58    461.57    295.43    874.91    427.93   1433.10    207.03    833.34    366.80    188.26
197212    203.08    494.44    307.82    923.68    437.34   1517.85    219.48    826.98    388.06    197.46
197301    204.83    506.47    310.44    932.67    448.09   1536.93    224.93    857.46    382.09    195.87
197302    196.56    471.97    299.48    976.63    458.01   1504.38    215.12    847.03    364.45    181.39
197303    187.93    440.65    292.42    908.05    442.79   1419.74    200.91    839.13    354.87    170.61
197304    185.53    431.03    290.89    935.87    439.35   1423.07    189.93    845.32    345.92    170.02
197305    175.19    408.45    278.56    933.29    413.77   1435.36    175.02    798.40    342.54    157.20
197306    170.97    387.63    274.15    894.74    403.76   1406.64    171.44    805.34    341.38    149.02
197307    108.11    250.05    184.37    601.67    186.50    954.83     92.26    432.89    277.88     74.45
197308    117.03    270.06    197.00    606.12    197.11    951.88    102.94    462.47    270.12     81.97
197309    113.39    257.74    193.69    579.56    190.52    903.21     98.66    435.57    262.44     80.34
197310    119.93    278.85    203.01    632.99    186.84    970.59    107.07    439.00    282.15     86.41
197311    117.85    271.73    205.50    671.78    197.61    916.78    103.98    446.85    271.10     86.63
197312    102.23    223.54    175.56    632.32    176.29    837.87     85.13    420.45    237.74     75.69
197401    100.78    215.96    177.99    686.13    169.35    873.12     84.53    407.28    244.59     77.78
197402    103.17    230.08    178.75    632.57    172.72    890.64     90.42    396.83    254.42     78.70
197403    103.00    225.69    177.74    622.97    173.07    941.60     91.16    390.84    253.20     79.72
197404    101.43    226.32    176.38    605.58    169.41    895.30     88.33    398.35    242.83     76.84
197405     98.54    217.68    173.24    566.23    164.38    847.78     87.11    398.41    212.91     72.18
197406     96.10    220.28    169.39    519.14    157.72    823.33     88.36    396.62    200.52     66.32
197407     96.53    219.88    170.29    487.75    153.89    835.96     87.36    382.62    195.67     64.29
197408     87.06    196.56    158.13    486.20    142.88    772.21     76.25    331.13    195.96     60.22
197409     78.48    184.30    141.19    440.04    135.82    776.81     66.37    302.76    176.91     53.83
197410     68.85    163.66    123.61    405.09    113.91    745.34     58.70    255.61    173.15     48.68
197411     79.77    171.67    143.55    490.00    131.44    826.23     64.73    330.85    196.21     58.66
197412     76.49    162.61    134.31    479.14    125.02    788.61     60.76    325.54    193.88     57.15
197501     76.30    155.68    128.35    485.30    118.81    797.54     59.25    321.56    190.77     54.66
197502     90.76    188.31    146.90    516.24    137.58    886.09     74.43    321.85    225.52     64.39
197503     94.46    195.15    158.36    525.82    155.68    919.75     78.14    372.03    225.48     66.15
197504    100.93    209.07    166.67    513.65    157.07    908.48     86.34    376.44    222.13     68.86
197505    103.91    217.74    182.19    548.80    166.10    899.86     88.40    378.95    217.27     71.08
197506    109.33    224.41    187.03    610.61    176.47    941.97     92.53    411.87    233.53     75.15
197507    116.65    244.53    191.56    600.70    179.92    961.26     99.83    380.12    267.57     79.23
197508    110.66    241.80    180.89    573.22    163.80    920.71     92.22    334.18    253.33     74.38
197509    106.76    232.00    178.59    564.51    158.30    875.40     91.99    323.54    247.77     70.41
197510    103.90    225.49    168.16    557.43    156.82    861.00     88.82    306.65    244.52     65.95
197511    115.07    244.99    177.55    550.03    170.37    919.65     98.15    339.07    258.89     68.49
197512    120.12    251.95    182.55    537.59    178.33    969.92    102.52    360.38    264.88     70.91
197601    118.19    250.30    180.28    546.64    176.37    965.35     99.88    337.19    266.75     70.60
197602    131.40    288.93    211.28    593.29    208.64   1057.02    109.00    363.31    287.73     79.64
197603    130.87    300.94    214.55    569.90    210.67   1080.74    114.32    338.14    275.45     82.04
197604    131.92    313.06    216.28    610.95    219.11   1083.45    118.63    362.58    277.42     83.61
197605    129.76    318.58    214.09    633.42    212.17   1102.05    113.21    346.82    277.76     82.44
197606    126.78    306.06    211.33    661.54    212.72   1055.56    106.69    335.60    271.62     80.83
197607    128.97    314.40    212.11    634.08    221.37   1111.36    101.57    335.78    300.93     82.93
197608    131.42    313.63    209.30    628.96    216.43   1125.06     99.88    334.35    307.82     82.99
197609    130.48    307.06    205.55    618.14    215.01   1163.69    102.90    339.84    314.07     82.01
197610    132.32    322.11    207.93    661.56    221.03   1178.95    103.14    352.07    325.23     82.64
197611    130.23    317.75    200.83    647.04    212.09   1193.78    102.13    340.93    320.85     82.18
197612    131.70    311.20    199.80    650.93    215.70   1216.44    106.80    314.19    328.49     82.49
197701    139.09    346.13    211.46    698.84    225.85   1255.02    109.11    335.97    348.04     89.35
197702    133.66    333.02    199.06    698.25    218.05   1256.16    101.48    308.23    349.34     85.65
197703    131.58    319.16    197.18    678.96    215.20   1251.61     99.80    308.42    334.66     83.98
197704    129.52    309.41    197.29    664.52    215.44   1235.50     96.92    304.74    333.30     83.68
197705    130.75    318.64    199.46    692.79    208.35   1243.62     93.56    292.90    338.07     85.44
197706    129.71    314.78    193.86    682.98    203.83   1245.00     90.71    287.51    342.77     84.28
197707    135.20    330.76    199.78    653.33    204.60   1222.11     93.02    286.41    382.54     85.90
197708    137.78    325.37    192.74    650.45    205.78   1211.49     93.38    281.92    384.13     85.77
197709    137.79    321.90    190.11    607.49    206.38   1168.23     97.44    290.70    368.59     84.79
197710    138.77    326.13    189.08    611.86    203.45   1205.36     97.17    289.74    373.92     84.08
197711    134.15    310.93    180.60    595.02    197.86   1144.83     93.88    286.49    360.47     80.24
197712    140.12    309.82    188.38    609.39    208.33   1154.16     99.40    306.21    372.53     85.10
197801    140.04    311.87    190.79    620.27    215.74   1175.55     98.57    311.09    369.25     85.76
197802    133.46    289.81    179.68    575.98    206.06   1126.57     91.87    305.00    350.59     81.38
197803    133.68    288.31    174.81    563.90    197.80   1155.92     91.01    293.91    346.18     81.03
197804    139.75    304.98    181.07    581.67    197.15   1209.57     93.49    307.75    352.70     85.16
197805    150.64    333.77    202.43    629.71    224.34   1245.21    103.67    338.27    351.52     93.23
197806    156.09    330.68    213.00    634.09    227.46   1222.54    105.33    361.45    350.88     95.53
197807    157.87    313.11    205.25    589.53    216.58   1254.70    101.50    355.70    373.90     91.78
197808    163.31    332.45    220.85    618.34    236.26   1272.50    106.73    386.70    384.65     97.86
197809    170.05    339.39    228.83    643.43    249.48   1329.28    112.93    392.74    382.73    104.15
197810    169.70    338.80    224.24    677.31    239.03   1341.42    110.57    381.78    379.44    102.90
197811    149.77    300.16    198.90    602.11    213.33   1306.95     95.40    332.29    349.92     88.02
197812    152.47    298.13    203.84    638.22    224.75   1326.77     97.75    349.49    357.45     90.22
197901    154.79    298.38    207.26    659.90    239.35   1323.60     97.23    360.98    350.37     91.27
197902    160.32    314.03    220.37    687.07    250.16   1371.63    102.69    368.18    370.62     96.52
197903    154.15    299.25    209.64    685.06    241.29   1341.92     97.58    352.19    361.38     93.22
197904    160.55    320.20    224.78    752.62    262.06   1339.42    103.24    371.25    367.46    100.70
197905    160.98    328.88    223.46    787.60    263.21   1343.34    103.69    375.11    355.71    102.17
197906    158.53    325.20    218.10    765.57    256.55   1353.16    100.99    368.60    356.91    101.85
197907    162.22    331.36    219.01    753.22    236.24   1260.48    102.79    354.47    396.10    105.90
197908    166.80    337.24    224.51    767.71    232.50   1287.95    104.13    357.30    402.81    109.39
197909    179.11    352.33    239.86    822.72    245.43   1285.43    113.08    391.18    407.10    115.38
197910    175.38    350.22    238.03    878.36    241.39   1251.92    112.28    388.95    396.19    114.36
197911    162.28    320.14    217.06    856.36    224.51   1212.00    102.34    371.43    370.24    102.78
197912    170.35    311.59    226.24    934.20    240.63   1239.63    106.10    404.93    395.37    109.85
198001    177.29    322.05    236.99    958.14    245.72   1215.77    109.70    412.78    388.91    114.18
198002    183.33    354.92    253.30   1091.14    264.59   1190.64    110.84    410.11    392.82    119.67
198003    173.94    328.29    245.00   1227.68    253.30   1178.84    105.28    388.47    375.52    115.86
198004    157.63    299.35    216.82   1012.94    221.39   1170.82     96.84    384.03    347.75    101.27
198005    168.19    294.57    223.72   1084.88    223.32   1288.05    100.13    405.53    388.83    107.37
198006    180.85    303.95    236.99   1120.97    234.53   1362.81    109.53    431.22    402.60    115.95
198007    185.83    300.20    235.46    938.92    221.29   1249.63    108.61    379.47    448.84    114.99
198008    198.91    337.24    261.27    955.47    257.56   1262.13    119.74    414.81    447.84    123.30
198009    200.37    344.30    264.49    989.79    267.07   1319.79    121.59    419.27    438.80    126.51
198010    200.40    346.32    271.49   1060.03    272.60   1293.77    123.66    433.97    436.12    130.77
198011    200.89    339.77    272.67   1144.89    279.51   1251.63    121.36    430.65    441.87    131.54
198012    202.26    353.99    295.16   1420.61    306.20   1182.30    126.04    466.51    473.41    141.47
198101    205.45    350.72    288.83   1265.08    304.33   1189.64    125.13    490.48    461.23    140.33
198102    210.28    347.12    283.71   1144.08    280.31   1255.19    125.61    486.09    446.26    136.50
198103    215.60    368.04    296.27   1130.85    280.47   1321.22    128.37    488.47    436.05    138.44
198104    231.35    397.03    313.88   1107.46    294.85   1334.01    144.64    523.92    445.15    148.48
198105    233.73    406.51    311.09   1027.63    295.18   1416.54    148.55    543.09    431.22    149.48
198106    239.42    415.96    307.89    980.52    307.22   1490.92    154.18    559.30    435.18    152.38
198107    230.36    361.75    292.48    695.63    240.60   1201.12    149.27    442.80    473.46    142.58
198108    228.14    350.60    285.08    751.58    231.40   1216.76    144.78    425.04    486.39    137.50
198109    215.85    322.77    263.74    697.72    213.94   1183.20    137.40    391.97    477.65    128.01
198110    211.04    313.74    245.43    590.97    205.99   1215.70    132.89    389.03    446.85    120.79
198111    227.23    302.17    254.37    647.27    217.12   1337.33    142.59    419.32    465.51    129.54
198112    232.73    313.93    264.41    688.53    219.61   1349.36    144.24    437.62    488.06    135.98
198201    227.63    314.82    260.32    644.48    220.32   1327.63    141.22    433.74    472.70    130.45
198202    225.16    318.52    252.84    590.55    226.85   1336.23    141.71    439.51    466.82    126.36
198203    220.27    310.12    237.16    500.41    214.65   1236.75    139.54    424.57    459.80    121.12
198204    225.57    322.06    232.74    483.49    208.22   1259.80    146.09    415.58    467.29    117.23
198205    242.08    338.47    239.76    505.50    223.54   1201.59    155.47    445.74    482.24    121.99
198206    232.63    334.44    227.10    513.71    210.30   1165.18    151.15    433.90    474.04    113.14
198207    232.78    345.17    217.66    406.05    183.93   1041.53    147.36    375.34    485.88    109.62
198208    231.92    343.70    211.81    374.59    187.31   1053.60    147.90    379.97    469.94    106.52
198209    253.82    388.65    240.46    409.69    210.60   1167.47    165.68    428.83    519.89    119.07
198210    263.86    391.07    239.13    420.50    213.92   1201.69    173.79    436.85    521.35    124.45
198211    292.89    458.72    270.29    443.48    250.93   1299.46    204.22    475.48    543.41    144.54
198212    306.81    492.83    285.78    412.39    277.40   1380.38    226.00    503.06    538.42    155.10
198301    311.47    507.98    289.60    442.20    285.11   1389.79    220.98    508.05    556.59    152.89
198302    308.38    533.73    301.93    463.10    309.36   1560.80    225.27    520.24    573.59    157.45
198303    320.34    550.45    312.43    456.04    320.12   1532.49    244.22    541.68    575.88    164.63
198304    342.66    546.71    319.69    490.18    322.56   1566.36    265.35    573.28    573.17    172.59
198305    364.52    606.87    339.87    542.03    350.59   1680.58    290.10    602.26    591.87    187.69
198306    362.71    595.38    347.85    548.25    361.64   1657.30    290.81    586.39    600.13    192.99
198307    353.95    628.31    342.69    539.15    338.73   1402.44    283.26    538.39    624.62    193.52
198308    344.91    605.22    335.76    536.08    321.40   1351.52    275.56    512.91    630.33    187.08
198309    346.62    591.58    337.14    575.04    318.16   1379.61    263.47    504.89    633.44    185.89
198310    361.22    616.24    345.91    549.67    325.74   1412.02    269.67    511.04    662.33    189.14
198311    359.73    625.61    338.09    538.51    304.05   1337.84    266.04    499.53    678.71    182.09
198312    368.29    646.73    358.01    541.86    311.15   1378.94    279.53    484.14    658.64    187.68
198401    366.38    665.41    355.35    563.69    312.98   1336.80    268.18    469.79    629.29    186.10
198402    366.72    628.92    343.13    594.33    294.22   1390.62    255.24    470.96    634.70    183.54
198403    344.99    587.52    319.23    621.49    276.00   1337.80    243.44    459.32    607.14    174.79
198404    350.86    591.75    330.93    625.70    280.87   1289.92    247.17    455.44    600.75    179.34
198405    354.03    610.82    330.67    653.80    279.92   1317.63    248.97    471.77    595.25    176.29
198406    347.13    572.88    311.70    579.85    265.28   1319.47    236.80    438.43    583.52    165.19
198407    329.06    533.86    305.85    510.24    213.34   1293.48    217.63    318.75    598.40    170.59
198408    325.45    546.99    300.71    474.59    209.00   1330.38    217.86    306.97    597.75    166.40
198409    354.38    601.79    336.97    550.61    238.92   1424.50    241.29    338.92    639.30    185.71
198410    359.09    602.77    329.33    552.29    229.01   1481.00    241.97    327.31    665.38    190.57
198411    364.65    615.04    328.07    539.44    226.52   1444.53    239.51    333.34    682.55    192.78
198412    367.58    591.06    322.67    538.65    218.42   1450.13    231.19    334.57    696.77    192.52
198501    372.35    621.24    330.40    543.23    225.01   1508.24    233.70    347.47    709.65    200.63
198502    390.11    681.33    359.82    579.59    254.31   1605.09    266.74    376.25    722.37    220.88
198503    410.65    670.59    363.59    602.47    251.62   1679.01    271.98    392.06    733.77    225.71
198504    432.22    634.98    354.19    612.73    238.35   1735.55    273.43    405.10    772.46    225.82
198505    429.30    620.61    348.89    642.76    230.78   1740.31    276.12    397.65    772.88    230.73
198506    462.95    663.15    372.14    591.33    239.74   1884.56    304.36    439.11    808.10    246.07
198507    430.15    618.37    360.23    511.41    216.98    939.90    274.87    381.39    851.84    248.57
198508    420.51    632.90    374.83    514.26    228.71    901.91    266.00    380.44    807.60    249.98
198509    406.02    596.01    368.88    522.27    223.05    911.40    264.66    378.10    815.72    249.94
198510    406.32    578.00    354.59    527.85    214.46    867.69    254.80    354.93    770.74    237.45
198511    406.93    588.78    368.04    566.49    222.56    918.07    275.68    352.01    814.60    254.10
198512    443.16    652.22    393.42    564.91    242.53   1013.02    301.13    389.90    838.41    273.46
198601    469.09    698.46    411.81    558.15    264.13   1038.80    316.05    408.38    878.04    287.92
198602    482.46    712.60    419.21    517.04    264.53    994.14    322.82    415.83    907.19    298.72
198603    536.59    785.31    463.17    523.46    279.98   1075.47    349.74    443.84    962.41    324.13
198604    587.98    856.84    489.99    536.44    280.66   1123.06    382.22    503.04    989.41    340.21
198605    595.51    825.72    484.47    550.99    292.85   1163.17    382.92    513.33    951.91    334.00
198606    650.68    857.55    508.77    598.92    291.43   1233.49    421.18    553.64    982.03    351.01
198607    609.66    771.86    461.82    511.11    263.28   1141.66    342.42    482.62   1025.98    352.49
198608    579.04    703.25    430.10    495.44    242.15   1101.84    309.73    459.08   1074.19    331.10
198609    596.55    761.87    457.44    582.25    255.76   1176.73    317.24    478.90   1157.79    355.18
198610    532.76    704.50    426.62    583.70    239.49   1071.48    290.25    423.34   1041.39    324.55
198611    589.19    753.09    453.22    613.21    243.65   1130.07    308.39    464.24   1091.62    339.89
198612    596.36    800.43    469.60    647.53    254.79   1186.69    311.02    469.95   1096.43    340.44
198701    581.88    785.17    462.54    645.28    245.81   1160.49    293.50    471.50   1053.49    332.86
198702    665.45    931.60    526.85    746.99    286.78   1218.41    328.14    530.00   1147.02    369.87
198703    706.25    960.23    550.04    737.38    314.57   1218.01    361.76    595.20   1115.52    388.08
198704    720.13   1010.76    570.52    827.22    323.43   1227.22    370.28    595.48   1090.17    385.91
198705    697.68   1050.36    562.75    836.00    339.33   1193.44    359.72    580.56   1038.38    370.75
198706    718.11   1051.79    565.84    806.29    342.41   1220.29    361.03    587.71   1011.72    371.33
198707    739.87    956.21    537.71    824.90    309.23   1259.01    347.19    496.33   1044.82    312.60
198708    780.02   1034.96    579.48    859.90    313.93   1366.22    369.86    525.71   1022.61    322.80
198709    806.67   1096.75    596.64    886.96    338.76   1459.94    382.47    537.33   1052.99    336.31
198710    793.97   1056.89    604.38    858.33    330.79   1511.38    359.43    520.61   1022.55    332.65
198711    629.50    774.91    440.37    702.62    246.37   1318.67    261.41    419.73    947.11    254.73
198712    580.25    715.84    417.53    625.78    223.14   1208.87    237.56    382.81    916.41    237.88
198801    629.55    779.09    461.75    671.28    250.02   1265.52    257.82    407.56    914.77    250.79
198802    649.24    817.16    467.64    734.14    247.10   1392.29    274.35    435.37   1002.04    268.71
198803    690.49    875.30    502.24    755.93    265.60   1437.52    304.50    447.31    984.23    278.09
198804    689.70    852.20    497.39    776.90    254.30   1416.92    304.09    436.73    946.25    274.97
198805    697.03    890.46    507.13    816.75    263.23   1447.46    317.63    430.02    938.95    274.78
198806    694.47    902.88    505.01    826.40    260.45   1478.02    307.88    428.61    969.77    277.94
198807    622.12    585.90    570.15    835.31    282.36   1662.44    302.30    413.50    939.88    247.20
198808    633.27    581.48    558.07    875.18    270.07   1681.92    293.20    422.18    941.12    247.58
198809    635.14    539.70    534.05    858.76    248.90   1627.95    287.31    420.72    932.40    246.67
198810    677.75    566.36    550.21    844.24    257.41   1739.00    310.80    438.75    952.00    257.19
198811    740.07    583.10    560.74    868.94    258.56   1795.73    311.83    448.47    976.79    257.35
198812    696.01    591.58    550.71    872.53    252.04   1859.07    304.40    440.43    963.94    250.45
198901    708.52    594.22    568.10    899.34    266.25   1910.23    311.08    450.07    963.16    252.35
198902    751.86    644.54    612.00    957.05    287.43   2132.38    332.56    482.45    985.34    270.92
198903    745.54    621.62    598.46    944.00    279.44   2103.44    329.00    468.60    959.97    270.78
198904    784.67    623.02    606.30    983.54    265.00   2248.17    339.71    494.53    959.38    280.92
198905    762.54    623.16    643.34   1016.60    281.60   2458.53    362.11    524.08    997.01    294.72
198906    806.13    641.89    670.70   1044.89    290.62   2597.96    383.31    548.60   1032.51    308.46
198907    774.90    605.71    609.85   1014.02    253.04   2348.99    347.28    472.12   1095.06    298.09
198908    872.11    638.77    659.00   1058.58    260.89   2622.10    382.14    539.57   1154.50    324.81
198909    863.51    676.95    689.12   1101.00    267.97   2670.18    395.92    542.80   1136.54    339.17
198910    866.84    645.11    676.54   1115.50    261.77   2763.63    388.68    526.83   1136.05    344.87
198911    854.25    609.36    647.97   1122.02    252.95   2697.32    374.49    530.74   1142.83    328.40
198912    866.66    602.23    667.82   1158.47    248.00   2748.08    380.24    555.33   1171.94    330.35
199001    881.53    546.29    687.61   1230.81    245.70   2917.73    386.61    565.87   1221.94    325.49
199002    800.16    529.40    645.73   1182.67    243.71   2518.49    365.74    526.35   1156.98    297.52
199003    800.27    552.84    662.64   1215.06    254.75   2506.87    373.96    515.37   1152.03    306.43
199004    836.59    570.45    690.81   1207.85    268.32   2627.29    399.40    536.83   1137.08    306.83
199005    833.62    548.11    675.22   1173.70    264.59   2549.29    394.55    540.14   1070.39    298.57
199006    907.24    598.56    727.69   1233.51    301.20   2839.15    445.95    614.62   1119.57    328.08
199007    850.93    554.23    690.17   1136.11    296.19   2527.15    425.83    606.03   1127.71    303.81
199008    845.69    537.94    692.86   1236.43    274.82   2430.77    412.34    620.74   1132.57    295.15
199009    786.09    463.49    607.48   1224.44    241.58   2185.85    362.96    578.80   1049.72    260.74
199010    760.00    420.80    560.97   1209.24    226.89   2206.52    334.75    558.50   1049.57    235.34
199011    780.17    404.39    552.78   1156.44    220.47   2299.15    327.35    571.92   1129.22    220.79
199012    829.09    420.05    596.06   1176.22    246.38   2389.06    360.30    626.18   1153.08    244.87
199101    868.29    417.25    627.28   1149.51    257.63   2420.21    374.69    646.39   1155.53    257.55
199102    915.01    444.92    669.56   1133.36    297.44   2437.60    412.78    683.07   1134.81    277.61
199103   1019.43    488.19    711.38   1224.95    318.51   2477.84    445.87    754.31   1181.71    305.56
199104   1065.23    499.88    729.73   1256.07    323.29   2527.00    491.64    800.11   1196.40    316.82
199105   1070.37    489.72    735.76   1290.96    315.34   2543.52    504.19    793.56   1189.98    323.29
199106   1117.02    559.50    787.94   1263.45    327.30   2527.67    546.88    832.64   1184.02    340.42
199107   1045.26    544.37    697.47   1138.59    303.32   2360.87    502.42    723.59   1168.46    308.76
199108   1116.45    544.14    722.36   1194.00    318.36   2457.54    531.72    790.88   1210.11    324.84
199109   1178.02    533.68    733.32   1210.62    320.03   2496.61    553.05    813.25   1244.39    336.12
199110   1136.68    518.80    716.98   1201.50    317.91   2525.30    540.44    814.13   1284.36    335.20
199111   1138.75    513.85    729.97   1224.15    326.74   2591.43    533.79    867.60   1295.33    344.52
199112   1133.61    473.71    691.85   1120.65    315.55   2465.37    529.20    848.10   1311.30    328.55
199201   1299.68    512.70    773.65   1150.25    346.28   2696.29    600.84    989.15   1370.33    368.45
199202   1264.57    564.78    791.08   1115.67    370.99   2667.14    610.09    944.04   1302.81    377.56
199203   1280.53    631.45    806.61   1109.31    386.52   2657.86    631.96    919.26   1279.32    391.98
199204   1264.88    644.98    800.86   1082.36    368.57   2633.91    627.73    872.99   1272.39    383.43
199205   1281.09    714.59    829.68   1199.59    368.85   2801.47    610.00    861.48   1301.46    388.15
199206   1300.49    710.41    828.93   1259.41    373.74   2686.72    619.24    876.87   1332.90    396.45
199207   1148.71    685.67    763.81   1204.97    345.28   2465.92    548.49    696.59   1365.83    391.43
199208   1211.30    715.80    791.20   1298.75    358.89   2652.76    572.80    738.87   1451.88    406.33
199209   1219.75    650.02    763.21   1333.58    342.71   2620.85    573.38    716.13   1437.38    394.31
199210   1241.87    655.84    779.90   1334.80    356.32   2659.53    599.29    689.98   1441.58    410.63
199211   1240.79    654.55    788.71   1287.27    365.94   2633.98    628.88    712.62   1430.50    424.09
199212   1286.92    709.26    817.93   1260.50    389.41   2810.39    674.19    746.74   1419.44    452.47
199301   1292.04    732.22    832.69   1283.92    392.67   2955.11    679.04    736.54   1450.17    472.45
199302   1287.80    800.03    832.82   1325.56    412.55   2979.84    682.20    689.49   1480.96    490.35
199303   1266.63    795.82    845.68   1399.49    412.94   3199.86    674.27    628.42   1565.39    495.19
199304   1270.21    838.53    863.81   1455.92    423.27   3294.60    693.56    636.67   1585.04    515.71
199305   1155.19    856.07    866.91   1472.84    409.02   3188.18    636.62    649.54   1577.62    500.66
199306   1194.11    869.64    893.65   1490.86    445.85   3318.55    675.15    672.38   1568.93    510.95
199307   1083.25    873.27    845.23   1360.11    419.18   3333.67    586.14    579.76   1653.53    523.30
199308   1059.78    886.31    849.68   1372.59    403.57   3422.76    592.15    548.71   1680.34    535.91
199309   1102.85    894.54    878.93   1418.87    430.70   3633.84    616.29    566.73   1733.12    553.10
199310   1081.71    901.20    861.63   1438.58    437.60   3607.87    613.93    573.29   1715.21    563.88
199311   1149.58    978.90    893.28   1424.05    445.22   3689.97    633.76    609.05   1676.51    551.69
199312   1159.56    985.17    905.33   1334.65    448.02   3488.16    637.80    616.08   1574.60    539.94
199401   1182.06   1028.59    937.72   1341.05    462.17   3462.11    627.98    631.66   1597.54    555.84
199402   1175.59   1105.87    986.58   1405.38    485.98   3585.30    634.31    635.35   1574.18    583.18
199403   1158.76   1062.52    980.12   1358.70    495.09   3382.26    646.70    600.28   1486.87    561.29
199404   1107.87    993.43    938.68   1308.70    478.79   3246.37    617.30    561.75   1426.76    539.24
199405   1120.84    987.14    942.49   1381.80    474.27   3279.01    621.18    579.99   1451.78    548.59
199406   1106.57    964.03    964.16   1381.84    485.62   3328.80    611.08    611.30   1365.49    567.74
199407    954.47    844.92    838.17   1240.84    420.54   2646.37    535.08    547.05   1311.96    501.47
199408    977.60    881.99    881.49   1287.00    439.86   2723.70    536.86    553.23   1374.39    517.12
199409   1039.80    878.15    920.45   1290.85    483.21   2722.20    566.01    612.41   1374.80    533.33
199410   1037.59    832.92    903.55   1279.34    482.16   2682.13    553.62    628.87   1328.57    512.12
199411   1068.35    821.96    900.07   1384.24    520.55   2672.26    560.82    636.86   1345.29    514.46
199412   1051.70    786.52    852.83   1323.70    513.69   2584.69    538.39    642.76   1343.52    489.63
199501   1062.19    819.55    886.56   1315.76    529.60   2629.35    527.00    649.28   1340.08    498.94
199502   1078.05    769.91    887.25   1324.39    527.31   2750.83    533.66    691.12   1425.28    524.52
199503   1117.63    806.93    933.75   1386.13    567.51   2808.12    550.01    708.43   1428.46    551.46
199504   1149.71    817.43    968.94   1463.24    594.79   2807.80    574.95    725.79   1395.41    565.43
199505   1179.17    826.68   1002.23   1503.01    643.07   2904.45    569.35    755.91   1433.29    577.24
199506   1236.95    873.90   1037.75   1555.91    668.87   2984.08    590.23    767.05   1526.58    606.26
199507   1149.84    991.75    991.42   1485.86    686.60   2800.97    592.02    745.38   1532.32    569.09
199508   1171.70   1033.13   1025.64   1526.63    746.21   2962.42    615.27    792.40   1521.81    597.35
199509   1180.44   1043.38   1025.54   1496.75    746.43   3177.32    600.09    803.40   1534.61    618.28
199510   1263.79   1042.24   1051.24   1529.31    758.90   3327.00    621.18    868.90   1622.59    647.54
199511   1275.77    990.04   1028.46   1532.33    771.63   3300.05    590.99    874.97   1641.52    635.84
199512   1331.48   1046.80   1085.93   1593.17    772.22   3396.32    630.09    920.94   1657.18    672.79
199601   1350.47   1094.42   1107.25   1692.41    742.21   3543.32    628.29    977.49   1732.98    680.64
199602   1388.92   1136.47   1151.96   1708.41    758.86   3573.34    631.17   1036.07   1761.45    706.68
199603   1430.55   1160.32   1163.25   1722.18    808.14   3491.44    657.65   1029.05   1705.57    725.90
199604   1412.09   1214.40   1209.11   1807.15    774.79   3443.78    694.22   1035.78   1689.99    729.95
199605   1416.13   1261.74   1237.70   1884.53    856.49   3571.67    726.74   1034.64   1641.22    732.20
199606   1525.96   1299.89   1265.15   1896.40    891.65   3570.26    762.91   1078.18   1661.47    746.79
199607   1470.76   1283.08   1181.50   1880.35    772.49   3031.15    699.59    962.54   1742.34    724.17
199608   1412.83   1232.86   1142.09   1799.65    717.33   2762.73    651.10    908.82   1635.53    694.89
199609   1416.75   1277.03   1174.10   1849.17    750.68   2746.94    692.67    950.30   1672.58    721.63
199610   1470.96   1319.68   1253.39   1937.48    833.79   2761.20    721.97   1020.49   1675.97    761.52
199611   1496.76   1318.44   1280.13   2049.88    826.88   2763.45    709.85   1014.79   1730.14    794.60
199612   1574.88   1367.30   1349.34   2156.39    930.84   2916.76    735.74   1091.84   1765.67    858.11
199701   1578.45   1321.23   1350.33   2193.14    906.08   2970.20    718.29   1066.45   1760.55    842.53
199702   1683.31   1360.13   1408.63   2287.23    997.68   3048.57    721.83   1172.69   1777.67    895.92
199703   1766.43   1360.63   1428.91   2154.42    928.86   3160.89    748.57   1189.68   1766.99    926.00
199704   1681.73   1310.69   1376.29   2265.66    882.42   2858.53    737.83   1105.12   1710.34    875.54
199705   1779.94   1343.28   1454.12   2276.64    958.16   2940.44    752.80   1176.30   1681.04    923.60
199706   1906.26   1434.81   1571.95   2448.70   1056.05   3152.55    803.61   1261.41   1702.88    972.77
199707   1905.25   1161.64   1575.52   2448.55    989.36   2965.46    810.55   1265.14   1750.82    952.65
199708   1972.77   1264.81   1681.52   2664.75   1153.54   2917.35    881.62   1297.00   1802.04   1042.52
199709   1863.98   1278.65   1594.08   2659.96   1137.22   2880.64    869.73   1229.77   1772.40    995.67
199710   1966.39   1345.20   1658.69   2875.93   1179.94   3182.13    926.87   1318.71   1846.68   1078.31
